time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-10-26T01:51:13.860Z,34.2215,-117.3733333,7.71,2.51,ml,105,28,0.01642,0.17,ci,ci40587776,2023-10-28T14:45:36.730Z,"3 km E of Devore, CA",earthquake,0.1,0.28,0.14,113,reviewed,ci,ci
2023-10-26T03:36:17.100Z,39.1623333333333,-88.9675,17.47,2.58,md,19,74,0.2615,0.2,nm,nm60501233,2023-10-30T10:37:07.067Z,"6 km SSE of Herrick, Illinois",earthquake,0.31,0.44,0.0895141231171284,9,reviewed,nm,nm
2023-10-26T09:05:43.060Z,33.083,-115.7165,8.85,2.77,ml,56,43,0.09523,0.24,ci,ci40587976,2023-10-29T03:13:30.630Z,"10 km WNW of Westmorland, CA",earthquake,0.18,0.65,0.189,26,reviewed,ci,ci
2023-10-26T10:31:31.440Z,44.3413333333333,-115.181666666667,9.03,2.79,ml,24,64,0.3366,0.28,mb,mb90030878,2023-10-26T14:33:29.570Z,"southern Idaho",earthquake,0.5,0.99,0.178931315327242,41,reviewed,mb,mb
2023-10-26T14:39:02.088Z,43.0686,-110.7752,5,2.8,ml,37,80,0.386,0.45,us,us7000l6jc,2023-10-26T18:08:54.040Z,"18 km NE of Star Valley Ranch, Wyoming",earthquake,1.74,0.916,0.042,76,reviewed,us,us
2023-10-26T16:37:43.155Z,41.9509,-119.627,1.3,3.8,ml,9,118.95,0.505,0.1288,nn,nn00867904,2023-10-28T02:25:21.194Z,"44 km ENE of Fort Bidwell, California",earthquake,,2.2,0.13,7,reviewed,nn,nn
2023-10-26T16:39:56.570Z,36.0178333,-117.771,1.78,3.47,ml,45,37,0.04675,0.2,ci,ci40588312,2023-11-01T14:30:51.286Z,"15 km NE of Little Lake, CA",earthquake,0.18,0.26,0.152,85,reviewed,ci,ci
2023-10-26T23:32:15.269Z,31.679,-104.371,6.0802,2.9,ml(texnet),34,57,0.1,0.2,tx,tx2023vagn,2023-10-27T10:25:29.066Z,"55 km S of Whites City, New Mexico",earthquake,0.6757729392,0.6614416314,0.2,26,reviewed,tx,tx
2023-10-27T06:10:55.061Z,31.61,-103.973,8.3296,3.3,ml(texnet),15,56,0,0.1,tx,tx2023vatq,2023-11-01T12:07:09.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4320632032,0.5943018683,0.2,13,reviewed,tx,tx
2023-10-27T15:07:47.660Z,49.211666666666666,-116.85483333333333,15.56,2.62,md,6,238,0.9404,0.3,uw,uw61959667,2023-10-27T21:25:51.380Z,"28 km WNW of Creston, Canada",earthquake,1.42,4.27,0.39215314357888076,6,reviewed,uw,uw
2023-10-27T19:45:38.110Z,34.6871667,-116.2838333,2.26,2.57,ml,29,50,0.1092,0.14,ci,ci40589672,2023-10-28T15:06:14.040Z,"12 km WSW of Ludlow, CA",earthquake,0.14,0.4,0.158,25,reviewed,ci,ci
2023-10-27T20:33:36.540Z,38.8003333,-122.8283333,2.34,2.91,md,99,18,0.008548,0.06,nc,nc73952320,2023-10-28T21:25:10.513Z,"7 km WNW of The Geysers, CA",earthquake,0.08,0.13,0.216,134,reviewed,nc,nc
2023-10-28T01:29:59.450Z,47.534166666666664,-122.69583333333334,21.6,3.0100000000000002,ml,119,19,0.0431,0.36,uw,uw61959867,2023-11-01T04:50:27.374Z,"1 km NE of Gorst, Washington",earthquake,0.31,0.58,0.21349974618598533,97,reviewed,uw,uw
2023-10-28T01:38:31.780Z,37.6178333,-122.377,11.61,3.67,mw,165,29,,0.11,nc,nc73952475,2023-11-09T19:59:05.419Z,"2 km NNE of Millbrae, CA",earthquake,0.09,0.18,,4,reviewed,nc,nc
2023-10-28T03:21:13.400Z,37.3436667,-121.701,8.2,2.82,md,117,54,,0.08,nc,nc73952515,2023-10-28T22:47:03.949Z,"11 km ESE of Alum Rock, CA",earthquake,0.09,0.24,0.134,177,reviewed,nc,nc
2023-10-28T05:29:31.610Z,31.8923333,-116.0923333,11.98,2.9,ml,27,62,0.1662,0.23,ci,ci40590016,2023-11-04T08:56:50.040Z,"49 km ENE of Maneadero, B.C., MX",earthquake,0.3,1.1,0.135,104,reviewed,ci,ci
2023-10-28T05:40:18.740Z,38.5571667,-119.5103333,4.46,4.24,mw,23,112,0.02968,0.05,nc,nc73952605,2023-11-09T07:33:34.042Z,"5 km NNW of Walker, CA",earthquake,0.2,0.36,,6,reviewed,nc,nc
2023-10-28T05:48:58.600Z,38.5596667,-119.5051667,5.2,2.91,md,21,114,0.02864,0.05,nc,nc73952615,2023-11-09T07:31:06.040Z,"6 km NNW of Walker, CA",earthquake,0.2,0.3,0.183,57,reviewed,nc,nc
2023-10-28T05:49:49.120Z,38.5536667,-119.5061667,4.9,3.29,ml,21,113,0.03396,0.06,nc,nc73952610,2023-11-09T07:33:28.040Z,"5 km NNW of Walker, CA",earthquake,0.24,0.34,0.232,40,reviewed,nc,nc
2023-10-28T06:25:38.180Z,39.5353,-118.4203,9.3,2.7,ml,10,101.47,0.324,0.1462,nn,nn00868046,2023-11-09T07:40:00.040Z,"28 km ENE of Fallon Station, Nevada",earthquake,,2.5,0.38,5,reviewed,nn,nn
2023-10-28T07:02:01.890Z,38.5521667,-119.5068333,4.94,2.73,md,18,112,0.03523,0.05,nc,nc73952660,2023-11-09T07:50:02.040Z,"5 km NNW of Walker, CA",earthquake,0.24,0.34,0.225,44,reviewed,nc,nc
2023-10-28T08:54:36.838Z,44.8444,-116.0713,9.975,2.9,ml,39,36,0.248,0.55,us,us7000l75b,2023-11-09T08:18:22.826Z,"7 km SSE of McCall, Idaho",earthquake,2.76,7.59,0.04,84,reviewed,us,us
2023-10-28T10:11:35.366Z,32.747,-100.651,7.4587,2.7,ml(texnet),22,64,0.1,0.2,tx,tx2023vcxg,2023-10-30T13:12:06.886Z,"16 km NE of Hermleigh, Texas",earthquake,0.7284394405,1.668258125,0,7,reviewed,tx,tx
2023-10-28T11:31:34.635Z,31.576,-104.542,6.4658,2.5,ml(texnet),19,85,0.1,0.1,tx,tx2023vczt,2023-10-30T12:52:47.882Z,"65 km NNE of Van Horn, Texas",earthquake,1.502468921,2.413723212,0,7,reviewed,tx,tx
2023-10-28T16:04:46.100Z,38.5598333,-119.5071667,5.05,2.66,md,18,113,0.0279,0.06,nc,nc73952810,2023-10-28T19:49:10.942Z,"6 km NNW of Walker, CA",earthquake,0.21,0.37,0.258,44,reviewed,nc,nc
2023-10-28T17:54:38.000Z,32.1413333,-115.1353333,10.2,3,ml,24,55,0.1259,0.37,ci,ci40590352,2023-10-31T16:27:11.040Z,"10 km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,0.69,1.17,0.155,31,reviewed,ci,ci
2023-10-28T18:17:13.820Z,38.552,-119.5068333,5.01,2.5,md,18,112,0.03539,0.06,nc,nc73952850,2023-10-29T04:50:08.108Z,"5 km NNW of Walker, CA",earthquake,0.23,0.36,0.23,34,reviewed,nc,nc
2023-10-29T03:03:59.910Z,34.151,-117.5158333,10.73,2.7,ml,131,15,0.03436,0.2,ci,ci40590512,2023-11-02T19:44:59.430Z,"7 km ENE of Rancho Cucamonga, CA",earthquake,0.11,0.22,0.185,191,reviewed,ci,ci
2023-10-29T05:51:53.370Z,31.665,-104.372,7.1085,3.3,ml(texnet),66,49,0.1,0.2,tx,tx2023veka,2023-10-30T15:00:50.152Z,"56 km S of Whites City, New Mexico",earthquake,0.8357186136,0.9800321436,0.1,36,reviewed,tx,tx
2023-10-29T07:33:01.323Z,44.237,-115.1158,10,2.7,ml,18,69,0.234,0.42,us,us7000l7cd,2023-10-29T14:34:24.270Z,"14 km W of Stanley, Idaho",earthquake,2.12,2.011,0.053,46,reviewed,us,us
2023-10-29T12:47:07.210Z,44.6723333333333,-114.378333333333,8.57,2.61,ml,32,70,0.5457,0.25,mb,mb90031178,2023-10-30T15:38:13.670Z,"21 km NNW of Challis, Idaho",earthquake,0.41,0.87,0.254822070587483,37,reviewed,mb,mb
2023-10-30T02:15:40.350Z,38.6895,-122.5046667,6.06,2.55,md,84,27,0.06523,0.17,nc,nc73953515,2023-10-30T22:54:10.868Z,"12 km SE of Middletown, CA",earthquake,0.15,0.49,0.156,134,reviewed,nc,nc
2023-10-30T02:22:42.230Z,34.6851667,-116.2853333,1.89,2.56,ml,25,46,0.1104,0.17,ci,ci40591080,2023-10-31T01:29:33.040Z,"12 km WSW of Ludlow, CA",earthquake,0.18,0.39,0.157,24,reviewed,ci,ci
2023-10-30T12:31:38.000Z,33.4843333,-116.4226667,5.45,3.41,ml,117,22,0.03905,0.18,ci,ci40591304,2023-11-11T09:52:08.040Z,"22 km SSW of La Quinta, CA",earthquake,0.09,0.34,0.158,188,reviewed,ci,ci
2023-10-30T13:09:22.107Z,38.1462,-117.8758,12.8,2.7,ml,14,73.07,0.101,0.154,nn,nn00868136,2023-11-01T17:18:16.040Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.39,8,reviewed,nn,nn
2023-10-31T02:18:25.292Z,38.3455,-118.913,10.5,3.2,mw,23,49.72,0.167,0.1443,nn,nn00868173,2023-11-12T20:34:56.901Z,"29 km ENE of Bridgeport, California",earthquake,,0.8,,,reviewed,nn,nn
2023-10-31T08:03:00.071Z,28.911,-98.288,3.3992,2.5,ml(texnet),16,72,0.1,0.3,tx,tx2023vifj,2023-10-31T16:54:38.184Z,"19 km ESE of Pleasanton, Texas",earthquake,1.242346729,2.339499802,0.2,7,reviewed,tx,tx
2023-10-31T11:12:57.892Z,32.008,-103.836,6.9028,2.5,ml(texnet),17,69,0,0.1,tx,tx2023vilr,2023-11-01T05:51:46.040Z,"New Mexico",earthquake,1.145341606,0.9170335199,0.1,7,reviewed,tx,tx
2023-10-31T14:22:38.464Z,44.2235,-115.0951,12.9,2.6,ml,19,70,0.214,0.8,us,us7000l7tz,2023-11-11T17:12:29.040Z,"southern Idaho",earthquake,1.81,5.802,0.053,46,reviewed,us,us
2023-10-31T15:51:36.650Z,31.625,-103.993,9.8849,2.6,ml(texnet),22,54,0,0.1,tx,tx2023viuv,2023-11-08T18:25:20.040Z,"38 km WSW of Mentone, Texas",earthquake,0.7625887078,0.8143870178,0.3,30,reviewed,tx,tx
2023-10-31T19:04:18.563Z,38.5909,-119.3492,7.7,2.5,ml,24,51.38,0.111,0.1468,nn,nn00868214,2023-11-06T07:09:14.178Z,"13 km NE of Walker, California",earthquake,,1.1,0.25,11,reviewed,nn,nn
2023-11-01T01:24:39.530Z,37.9686667,-122.0476667,15.45,2.6,md,117,49,0.008636,0.17,nc,nc73954420,2023-11-06T23:54:11.406Z,"3 km NNE of Pleasant Hill, CA",earthquake,0.14,0.27,0.134,134,reviewed,nc,nc
2023-11-01T02:38:59.697Z,44.2639,-115.1359,5,3.5,ml,64,67,0.261,0.7,us,us7000l7zl,2023-11-02T22:40:55.656Z,"16 km WNW of Stanley, Idaho",earthquake,1.89,1.883,0.026,188,reviewed,us,us
2023-11-01T11:15:01.208Z,36.6591,-116.2671,8.2,2.6,ml,72,24.83,0.059,0.2687,nn,nn00868257,2023-11-01T15:00:19.220Z,"51 km ESE of Beatty, Nevada",earthquake,,0.7,0.36,37,reviewed,nn,nn
2023-11-01T12:31:56.297Z,38.1468,-118.1934,7.8,2.6,ml,17,43.13,0.172,0.1552,nn,nn00868265,2023-11-02T05:11:10.040Z,"28 km SSW of Mina, Nevada",earthquake,,1.5,0.32,11,reviewed,nn,nn
2023-11-01T22:04:34.212Z,31.653,-104.294,7.1856,2.9,ml(texnet),15,68,0,0.3,tx,tx2023vlcq,2023-11-01T22:27:06.676Z,"58 km S of Whites City, New Mexico",earthquake,1.273632707,1.118733783,0.3,11,reviewed,tx,tx
2023-11-02T02:32:53.918Z,31.674,-104.181,6.3886,2.6,ml(texnet),25,64,0.1,0.2,tx,tx2023vlln,2023-11-03T17:41:33.383Z,"54 km NW of Toyah, Texas",other event,0.7204721256,0.9931162644,0.2,32,reviewed,tx,tx
2023-11-02T02:32:53.926Z,31.67,-104.185,6.1316,2.5,ml(texnet),19,58,0.1,0.2,tx,tx2023vllm,2023-11-02T11:59:30.742Z,"54 km NW of Toyah, Texas",earthquake,0.6200029938,1.251040351,0.1,29,reviewed,tx,tx
2023-11-02T08:51:45.070Z,32.226,-102.006,8.6325,2.9,ml(texnet),18,76,0.1,0.1,tx,tx2023vlya,2023-11-03T17:48:08.401Z,"23 km WNW of Stanton, Texas",earthquake,0.8839665114,1.254667434,0.3,13,reviewed,tx,tx
2023-11-02T10:45:21.290Z,38.8136667,-112.064,11.56,3.17,ml,34,59,0.04233,0.2,uu,uu60553437,2023-11-10T02:51:29.328Z,"4 km NNE of Richfield, Utah",earthquake,0.33,0.56,0.127,30,reviewed,uu,uu
2023-11-02T12:14:56.465Z,46.6045,-74.2513,10.2,2.5,ml,11,110,0.439,0.35,us,us7000l8th,2023-11-04T05:48:31.040Z,"26 km WSW of Saint-Michel-des-Saints, Canada",earthquake,3.52,8.456,0.081,20,reviewed,us,us
2023-11-02T12:47:28.301Z,31.659,-104.392,7.9054,2.9,ml(texnet),30,67,0,0.3,tx,tx2023vmft,2023-11-02T13:01:25.950Z,"57 km S of Whites City, New Mexico",earthquake,1.05524779,0.9476558437,0.1,19,reviewed,tx,tx
2023-11-02T13:39:42.908Z,31.626,-104.282,7.5198,2.9,ml(texnet),19,67,0,0.2,tx,tx2023vmhm,2023-11-03T17:45:27.936Z,"57 km NW of Toyah, Texas",earthquake,0.9164818808,1.072717745,0.3,13,reviewed,tx,tx
2023-11-02T15:13:20.036Z,44.8369,-116.0933,9.611,2.8,ml,36,36,0.259,0.7,us,us7000l8br,2023-11-03T15:09:03.778Z,"8 km S of McCall, Idaho",earthquake,1.58,7.36,0.031,137,reviewed,us,us
2023-11-02T16:51:29.010Z,32.222,-102.004,8.388,3.3,ml(texnet),30,52,0.1,0.1,tx,tx2023vmnw,2023-11-08T14:58:06.203Z,"22 km WNW of Stanton, Texas",earthquake,0.3857635034,0.643972422,0.2,27,reviewed,tx,tx
2023-11-02T17:43:41.182Z,28.922,-98.257,8.4858,2.6,ml(texnet),16,77,0.1,0.4,tx,tx2023vmpo,2023-11-07T17:47:12.040Z,"22 km ESE of Pleasanton, Texas",earthquake,1.696028396,3.312732872,0.2,13,reviewed,tx,tx
2023-11-02T18:53:39.324Z,31.665,-104.292,7.9825,2.8,ml(texnet),44,58,0,0.3,tx,tx2023vmrw,2023-11-07T18:06:32.040Z,"57 km S of Whites City, New Mexico",earthquake,0.6109108832,0.858875154,0.2,34,reviewed,tx,tx
2023-11-02T18:54:18.776Z,31.655,-104.293,7.5712,3.1,ml(texnet),20,67,0,0.3,tx,tx2023vmry,2023-11-07T18:14:18.040Z,"58 km S of Whites City, New Mexico",earthquake,1.053316738,1.007629363,0.2,16,reviewed,tx,tx
2023-11-02T19:39:10.865Z,32.403,-101.588,4.4752,3.3,ml(texnet),25,51,0,0.2,tx,tx2023vmtn,2023-11-07T18:25:45.040Z,"18 km SE of Ackerly, Texas",earthquake,0.8019438666,0.8150121589,0.3,19,reviewed,tx,tx
2023-11-03T02:25:52.780Z,35.7658333,-117.5826667,6.37,2.66,ml,35,63,0.1332,0.13,ci,ci39705786,2023-11-03T18:36:51.670Z,"16 km W of Searles Valley, CA",earthquake,0.15,0.62,0.16,24,reviewed,ci,ci
2023-11-03T04:11:02.800Z,44.4641666666667,-115.218333333333,6.16,2.57,ml,15,62,0.4465,0.09,mb,mb90031713,2023-11-03T15:19:36.800Z,"35 km NW of Stanley, Idaho",earthquake,0.24,0.73,0.140248357292508,27,reviewed,mb,mb
2023-11-03T09:51:24.210Z,32.497,-102.291,3.7905,2.7,ml(texnet),15,64,0.1,0.3,tx,tx2023vnvm,2023-11-07T07:42:34.040Z,"31 km NE of Andrews, Texas",earthquake,1.389577639,2.02283693,0.2,11,reviewed,tx,tx
2023-11-03T19:01:13.496Z,31.746,-104.134,6.1187,2.5,ml(texnet),35,59,0,0.2,tx,tx2023vonp,2023-11-04T18:39:01.040Z,"50 km W of Mentone, Texas",earthquake,0.3480306404,0.3626752358,0.2,36,reviewed,tx,tx
2023-11-03T20:12:18.460Z,34.4215,-119.1696667,6.91,4.02,mw,105,25,0.03072,0.29,ci,ci39706674,2023-11-09T17:32:21.717Z,"7 km ESE of Ojai, CA",earthquake,0.19,0.51,,5,reviewed,ci,ci
2023-11-04T01:28:02.983Z,39.0992,-97.5842,10,3.4,mb_lg,14,88,0.759,0.53,us,us7000l8sp,2023-11-11T13:09:19.187Z,"7 km N of Bennington, Kansas",earthquake,3.15,1.989,0.04,164,reviewed,us,us
2023-11-04T01:40:31.749Z,39.0614,-97.587,10,2.9,mb_lg,17,87,0.762,0.46,us,us7000l8ss,2023-11-11T00:37:28.035Z,"3 km N of Bennington, Kansas",earthquake,2.08,1.988,0.049,108,reviewed,us,us
2023-11-04T05:38:30.875Z,37.7238,-97.9654,8.07,2.5,mb_lg,49,69,0.27,0.36,us,us7000l8tk,2023-11-04T12:47:15.496Z,"7 km SE of Pretty Prairie, Kansas",earthquake,1.82,7.555,0.088,34,reviewed,us,us
2023-11-04T10:28:38.896Z,44.6143,-112.4982,12.408,2.6,ml,20,78,0.104,0.4,us,us7000l8uu,2023-11-04T13:43:21.270Z,"7 km ESE of Lima, Montana",earthquake,3.07,2.894,0.046,61,reviewed,us,us
2023-11-04T12:27:34.660Z,35.4138333333333,-83.5285,13.01,2.51,md,21,53,0.2441,0.14,se,se60501268,2023-11-11T01:32:49.927Z,"7 km WSW of Bryson City, North Carolina",earthquake,0.43,1.81,0.0608846971042487,13,reviewed,se,se
2023-11-04T13:22:12.211Z,31.602,-104.253,7.0313,2.6,ml(texnet),38,61,0.1,0.2,tx,tx2023vpxx,2023-11-06T11:31:24.173Z,"",earthquake,0.7775821072,0.9283870598,0.1,19,reviewed,tx,tx
2023-11-04T23:39:55.917Z,32.312,-101.828,6.7251,4.1,ml(texnet),30,45,0,0.1,tx,tx2023vqsh,2023-11-07T13:27:00.341Z,"20 km N of Stanton, Texas",earthquake,0.3733968354,0.5894399804,0.3,24,reviewed,tx,tx
2023-11-05T00:48:12.743Z,32.313,-101.831,6.4071,2.8,ml(texnet),21,68,0,0.1,tx,tx2023vqup,2023-11-06T19:40:00.549Z,"20 km N of Stanton, Texas",earthquake,0.4902650629,0.7075963041,0.1,11,reviewed,tx,tx
2023-11-05T00:49:51.985Z,32.309,-101.827,6.9941,4.1,ml(texnet),25,59,0,0.1,tx,tx2023vqus,2023-11-08T04:58:06.220Z,"20 km N of Stanton, Texas",earthquake,0.4075488477,0.6522286896,0.2,94,reviewed,tx,tx
2023-11-05T05:12:57.650Z,32.8643333,-115.7388333,13.16,3.87,ml,70,39,0.01633,0.31,ci,ci39708250,2023-11-07T18:08:53.249Z,"16 km W of Imperial, CA",earthquake,0.24,0.52,0.163,138,reviewed,ci,ci
2023-11-05T05:14:26.920Z,32.8633333,-115.7538333,9.69,2.65,ml,51,37,0.02493,0.25,ci,ci39708274,2023-11-06T22:56:16.830Z,"17 km W of Imperial, CA",earthquake,0.23,0.51,0.187,26,reviewed,ci,ci
2023-11-05T06:20:14.330Z,31.668,-104.497,5.9773,2.7,ml(texnet),14,67,0,0.2,tx,tx2023vrfn,2023-11-06T11:01:27.477Z,"57 km SSW of Whites City, New Mexico",earthquake,1.9703096,1.213722689,0.1,32,reviewed,tx,tx
2023-11-05T10:01:31.180Z,34.415,-119.167,4.68,2.86,ml,92,26,0.03275,0.35,ci,ci39708450,2023-11-06T10:05:13.697Z,"8 km ESE of Ojai, CA",earthquake,0.24,0.58,0.122,79,reviewed,ci,ci
2023-11-05T15:48:20.994Z,31.674,-104.422,5.9259,2.9,ml(texnet),25,67,0,0.2,tx,tx2023vryf,2023-11-06T19:13:26.833Z,"western Texas",earthquake,0.9258820784,0.7389285219,0.1,15,reviewed,tx,tx
2023-11-05T18:39:56.111Z,42.8957,-106.7677,5,2.9,ml,11,95,0.304,0.55,us,us7000l91r,2023-11-05T18:59:54.040Z,"23 km SE of Powder River, Wyoming",earthquake,4.83,1.997,0.046,62,reviewed,us,us
2023-11-06T01:11:01.780Z,35.9381667,-120.4875,9.61,2.76,md,67,58,0.01539,0.1,nc,nc73956620,2023-11-06T22:42:13.857Z,"7 km NW of Parkfield, CA",earthquake,0.13,0.17,0.104,96,reviewed,nc,nc
2023-11-06T01:51:05.370Z,40.1288333,-121.1141667,0.87,3.35,ml,59,24,0.1211,0.17,nc,nc73956640,2023-11-07T01:41:52.573Z,"6 km SW of Canyondam, CA",earthquake,0.21,1.42,0.167,45,reviewed,nc,nc
2023-11-06T14:42:02.620Z,44.2658333,-110.6243333,7.4,2.51,ml,26,87,0.06936,0.22,uu,uu60553722,2023-11-06T17:36:16.070Z,"58 km ENE of Warm River, Idaho",earthquake,0.51,0.82,0.341,7,reviewed,uu,uu
2023-11-06T20:13:16.530Z,36.1963333,-117.982,4.78,2.86,ml,42,81,0.08904,0.18,ci,ci39709442,2023-11-11T15:06:59.040Z,"10 km SSE of Olancha, CA",earthquake,0.18,0.9,0.124,25,reviewed,ci,ci
2023-11-06T21:01:44.902Z,31.659,-104.309,5.0004,2.8,ml(texnet),25,58,0,0.2,tx,tx2023vueb,2023-11-07T10:20:01.537Z,"57 km S of Whites City, New Mexico",earthquake,0.9150066941,1.173240003,0.1,33,reviewed,tx,tx
2023-11-06T21:31:03.550Z,40.382,-124.33,24.98,2.5,md,28,171,0.01997,0.12,nc,nc73957010,2023-11-07T01:23:11.815Z,"7 km NNW of Petrolia, CA",earthquake,0.48,0.41,0.156,30,reviewed,nc,nc
2023-11-06T23:44:13.164Z,31.662,-104.307,6.8,2.9,ml(texnet),41,58,0,0.2,tx,tx2023vujk,2023-11-08T12:49:04.787Z,"57 km S of Whites City, New Mexico",earthquake,0.5964872054,0.667615604,0.1,24,reviewed,tx,tx
2023-11-07T04:02:46.661Z,31.664,-104.311,6.1316,3.4,ml(texnet),44,58,0,0.2,tx,tx2023vury,2023-11-08T04:06:36.040Z,"western Texas",earthquake,0.6108414684,0.5871808792,0.2,26,reviewed,tx,tx
2023-11-07T04:27:02.204Z,31.666,-104.314,6.1316,2.9,ml(texnet),19,58,0,0.2,tx,tx2023vusu,2023-11-08T11:43:50.014Z,"56 km S of Whites City, New Mexico",earthquake,0.9186663023,0.8933020367,0.1,29,reviewed,tx,tx
2023-11-07T05:44:30.326Z,31.655,-104.451,6.5429,2.6,ml(texnet),46,65,0,0.2,tx,tx2023vuvj,2023-11-07T11:51:52.698Z,"58 km S of Whites City, New Mexico",earthquake,0.8402251668,0.6161196016,0.1,30,reviewed,tx,tx
2023-11-07T15:38:31.570Z,31.63,-104.351,6.2344,2.6,ml(texnet),23,62,0.1,0.2,tx,tx2023vvox,2023-11-08T11:16:11.358Z,"60 km S of Whites City, New Mexico",earthquake,0.7269580662,0.7308885019,0.1,11,reviewed,tx,tx
2023-11-07T17:57:19.906Z,38.8848,-118.586,11,3,ml,17,65.21,0.411,0.0964,nn,nn00868546,2023-11-08T02:14:57.178Z,"California-Nevada border region",earthquake,,1.4,0.13,7,reviewed,nn,nn
2023-11-08T03:41:39.283Z,38.8839,-118.5834,11.8,3,ml,14,59.33,0.41,0.1344,nn,nn00868574,2023-11-09T23:25:20.040Z,"21 km ESE of Schurz, Nevada",earthquake,,2.2,0.18,5,reviewed,nn,nn
2023-11-08T10:27:49.034Z,31.622,-103.982,7.417,5.2,ml(texnet),31,52,0,0.2,tx,tx2023vxae,2023-11-12T18:49:19.926Z,"Coalson Draw, Texas",earthquake,0.6306655439,0.8419580201,0.2,41,reviewed,tx,tx
2023-11-08T10:30:06.871Z,31.613,-103.994,7.5841,3.2,ml(texnet),15,58,0,0.1,tx,tx2023vxai,2023-11-09T06:18:20.040Z,"38 km NNW of Toyah, Texas",earthquake,0.4682446831,0.6219120053,0.2,13,reviewed,tx,tx
2023-11-08T10:31:07.555Z,31.622,-103.98,7.0828,2.8,ml(texnet),14,58,0,0.2,tx,tx2023vxak,2023-11-09T06:29:22.040Z,"37 km WSW of Mentone, Texas",earthquake,0.7314280183,1.031653294,0.3,7,reviewed,tx,tx
2023-11-08T10:35:15.082Z,31.611,-103.977,6.8514,2.6,ml(texnet),15,57,0,0.1,tx,tx2023vxan,2023-11-08T11:25:00.998Z,"37 km NNW of Toyah, Texas",earthquake,0.8443247686,0.9499642018,0.1,19,reviewed,tx,tx
2023-11-08T10:39:15.908Z,31.636,-103.992,6.093,2.8,ml(texnet),29,41,0,0.2,tx,tx2023vxar,2023-11-08T17:07:40.043Z,"38 km WSW of Mentone, Texas",earthquake,0.3495331089,0.4266744237,0.1,15,reviewed,tx,tx
2023-11-08T10:45:35.685Z,31.614,-103.986,7.1599,2.5,ml(texnet),15,56,0,0.1,tx,tx2023vxaw,2023-11-09T07:08:51.040Z,"37 km NNW of Toyah, Texas",earthquake,0.7085670877,1.150908484,0.1,16,reviewed,tx,tx
2023-11-08T10:57:51.610Z,31.639,-104.009,5.1675,2.8,ml(texnet),15,46,0,0.1,tx,tx2023vxbi,2023-11-08T16:01:19.725Z,"western Texas",earthquake,0.5029420961,0.6618770654,0.1,13,reviewed,tx,tx
2023-11-08T13:16:21.114Z,38.1913,-117.8587,10.8,2.6,ml,15,77.57,0.1,0.143,nn,nn00868602,2023-11-08T16:55:35.158Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.14,9,reviewed,nn,nn
2023-11-08T15:04:19.861Z,31.641,-104.008,5.0233,2.5,ml(texnet),15,43,0,0.1,tx,tx2023vxjo,2023-11-08T15:57:26.015Z,"39 km W of Mentone, Texas",earthquake,0,2.066676679,0.2,13,automatic,tx,tx
2023-11-08T15:47:43.234Z,31.633,-104.505,7.8797,2.9,ml(texnet),16,72,0,0.1,tx,tx2023vxlb,2023-11-08T18:36:41.903Z,"61 km SSW of Whites City, New Mexico",earthquake,0.8665187107,0.4989616666,0.2,9,reviewed,tx,tx
2023-11-08T17:22:31.540Z,40.4331667,-124.5046667,27.14,2.56,md,24,259,0.1344,0.14,nc,nc73957850,2023-11-11T16:53:52.040Z,"22 km WNW of Petrolia, CA",earthquake,0.86,0.71,0.422,35,reviewed,nc,nc
2023-11-08T18:00:11.777Z,31.638,-104.011,5.6046,2.5,ml(texnet),28,41,0,0.1,tx,tx2023vxpc,2023-11-09T04:00:16.780Z,"western Texas",earthquake,0.2905769368,0.413537777,0.2,18,reviewed,tx,tx
2023-11-08T23:42:25.075Z,31.617,-104.096,6.093,2.5,ml(texnet),30,52,0,0.2,tx,tx2023vyak,2023-11-11T13:22:17.630Z,"44 km NW of Toyah, Texas",earthquake,0.4059049232,0.3552311279,0.1,15,reviewed,tx,tx
2023-11-09T04:58:20.866Z,31.669,-104.184,6.1316,2.7,ml(texnet),19,58,0.1,0.2,tx,tx2023vyku,2023-11-09T09:55:29.091Z,"54 km NW of Toyah, Texas",earthquake,0.5981478596,1.251812091,0.1,32,reviewed,tx,tx
2023-11-09T05:42:09.502Z,31.668,-104.184,6.4015,2.7,ml(texnet),30,67,0.1,0.1,tx,tx2023vymg,2023-11-09T12:11:58.203Z,"53 km NW of Toyah, Texas",earthquake,0.3912490263,0.6025759048,0.2,14,reviewed,tx,tx
2023-11-09T07:46:55.830Z,31.641,-104.017,6.093,3,ml(texnet),33,36,0,0.2,tx,tx2023vyqk,2023-11-10T17:28:15.856Z,"40 km W of Mentone, Texas",earthquake,0.4358304157,0.3872934794,0.2,19,reviewed,tx,tx
2023-11-09T07:59:39.628Z,31.65,-104.013,4.4863,2.6,ml(texnet),15,43,0,0.1,tx,tx2023vyqu,2023-11-09T15:15:55.423Z,"39 km W of Mentone, Texas",earthquake,0.5763448145,0.8896676849,0.1,11,reviewed,tx,tx
