date,Midwest,National,Northeast,South,West,date_period
2024-03-23,4.139734939150395,2.955832884142646,3.4476605414128407,2.1131127934649534,2.916444462692132,1 Year
2024-03-23,4.139734939150395,2.955832884142646,3.4476605414128407,2.1131127934649534,2.916444462692132,6 Months
2024-03-30,3.9629547564800105,2.509153163439904,2.0013532289790246,1.83884406249194,2.2513361326688424,All Results
2024-03-30,3.9629547564800105,2.509153163439904,2.0013532289790246,1.83884406249194,2.2513361326688424,1 Year
2024-03-30,3.9629547564800105,2.509153163439904,2.0013532289790246,1.83884406249194,2.2513361326688424,6 Months
2024-04-06,3.6236147193213823,2.4797929593021264,1.9765452216385206,1.8341198735538329,2.0832181353611245,All Results
2024-04-06,3.6236147193213823,2.4797929593021264,1.9765452216385206,1.8341198735538329,2.0832181353611245,1 Year
2024-04-06,3.6236147193213823,2.4797929593021264,1.9765452216385206,1.8341198735538329,2.0832181353611245,6 Months
2024-04-13,3.084005158991979,2.0316651397632404,1.5060923097883883,1.801855973404847,1.5848161291785372,All Results
2024-04-13,3.084005158991979,2.0316651397632404,1.5060923097883883,1.801855973404847,1.5848161291785372,1 Year
2024-04-13,3.084005158991979,2.0316651397632404,1.5060923097883883,1.801855973404847,1.5848161291785372,6 Months
2024-04-20,1.927256713106574,1.6171589075115413,1.4763249488033532,1.5884758379572284,1.4341847807165211,All Results
2024-04-20,1.927256713106574,1.6171589075115413,1.4763249488033532,1.5884758379572284,1.4341847807165211,1 Year
2024-04-20,1.927256713106574,1.6171589075115413,1.4763249488033532,1.5884758379572284,1.4341847807165211,6 Months
2024-04-27,1.8043069335136228,1.525566228554774,1.394160637176331,1.4786076178813607,1.4454756534213282,All Results
2024-04-27,1.8043069335136228,1.525566228554774,1.394160637176331,1.4786076178813607,1.4454756534213282,1 Year
2024-04-27,1.8043069335136228,1.525566228554774,1.394160637176331,1.4786076178813607,1.4454756534213282,6 Months
2024-05-04,2.0654155362522566,1.4887359303590293,1.178388157253866,1.416104846752292,1.3882018591279817,All Results
2024-05-04,2.0654155362522566,1.4887359303590293,1.178388157253866,1.416104846752292,1.3882018591279817,1 Year
2024-05-04,2.0654155362522566,1.4887359303590293,1.178388157253866,1.416104846752292,1.3882018591279817,6 Months
2024-05-11,1.8545519895438431,1.4651443807887237,1.2607166493097761,1.3655191738796817,1.35871184405358,All Results
2024-05-11,1.8545519895438431,1.4651443807887237,1.2607166493097761,1.3655191738796817,1.35871184405358,1 Year
2024-05-11,1.8545519895438431,1.4651443807887237,1.2607166493097761,1.3655191738796817,1.35871184405358,6 Months
2024-05-18,1.6461836148055664,1.4439801102108896,1.2583855933491113,1.3912238671561488,1.3827364542719636,All Results
2024-05-18,1.6461836148055664,1.4439801102108896,1.2583855933491113,1.3912238671561488,1.3827364542719636,1 Year
2024-05-18,1.6461836148055664,1.4439801102108896,1.2583855933491113,1.3912238671561488,1.3827364542719636,6 Months
2024-05-25,1.4712787882302443,1.3573104344260978,1.2117978425097373,1.4289488147826255,1.221462262418627,All Results
2024-05-25,1.4712787882302443,1.3573104344260978,1.2117978425097373,1.4289488147826255,1.221462262418627,1 Year
2024-05-25,1.4712787882302443,1.3573104344260978,1.2117978425097373,1.4289488147826255,1.221462262418627,6 Months
2024-06-01,1.5084118418353345,1.3079644300992634,1.1394147072564151,1.371246771830957,1.1660542475255238,All Results
2024-06-01,1.5084118418353345,1.3079644300992634,1.1394147072564151,1.371246771830957,1.1660542475255238,1 Year
2024-06-01,1.5084118418353345,1.3079644300992634,1.1394147072564151,1.371246771830957,1.1660542475255238,6 Months
2024-06-08,1.4964151664140728,1.3578856558558225,1.0859272987513764,1.354943609219509,1.323024146897075,All Results
2024-06-08,1.4964151664140728,1.3578856558558225,1.0859272987513764,1.354943609219509,1.323024146897075,1 Year
2024-06-08,1.4964151664140728,1.3578856558558225,1.0859272987513764,1.354943609219509,1.323024146897075,6 Months
2024-06-15,1.3561340909210886,1.269085458253854,1.1711883717372475,1.3687824297567461,1.172696666104759,All Results
