Gene,Gene_Symbol,Sample,Sample_Type,Expression
209678_s_at,PRKCI,GSM398141,Cancer,4921.45
209678_s_at,PRKCI,GSM398142,Normal,4775.34
209678_s_at,PRKCI,GSM398143,Cancer,4232.53
209678_s_at,PRKCI,GSM398144,Normal,3838.11
209678_s_at,PRKCI,GSM398145,Cancer,4660.98
209678_s_at,PRKCI,GSM398146,Normal,3197.4
209678_s_at,PRKCI,GSM398147,Cancer,3810.44
209678_s_at,PRKCI,GSM398148,Normal,4908.48
209678_s_at,PRKCI,GSM398149,Cancer,3603.65
209678_s_at,PRKCI,GSM398150,Normal,5441.7
209678_s_at,PRKCI,GSM398151,Cancer,4838.91
209678_s_at,PRKCI,GSM398152,Normal,7377.44
209678_s_at,PRKCI,GSM398153,Cancer,7888.96
209678_s_at,PRKCI,GSM398154,Normal,4025.77
209678_s_at,PRKCI,GSM398155,Cancer,8681.67
209678_s_at,PRKCI,GSM398156,Normal,4489.17
209678_s_at,PRKCI,GSM398157,Cancer,5476.44
209678_s_at,PRKCI,GSM398158,Normal,8598.87
209678_s_at,PRKCI,GSM398159,Cancer,3989.8
220960_x_at,RPL22,GSM398074,Normal,2385.57
220960_x_at,RPL22,GSM398075,Cancer,4661.2
220960_x_at,RPL22,GSM398076,Normal,2584.4
220960_x_at,RPL22,GSM398077,Cancer,2648.99
220960_x_at,RPL22,GSM398078,Normal,2887.44
220960_x_at,RPL22,GSM398079,Cancer,2787.77
220960_x_at,RPL22,GSM398080,Normal,2283.47
220960_x_at,RPL22,GSM398081,Cancer,3263.98
220960_x_at,RPL22,GSM398082,Normal,4038.38
220960_x_at,RPL22,GSM398083,Cancer,3390.73
220960_x_at,RPL22,GSM398084,Normal,3152.38
220960_x_at,RPL22,GSM398085,Cancer,3215.98
220960_x_at,RPL22,GSM398086,Normal,4536.89
220960_x_at,RPL22,GSM398087,Cancer,2826.63
220960_x_at,RPL22,GSM398088,Normal,2109.37
220960_x_at,RPL22,GSM398089,Cancer,3206.86
220960_x_at,RPL22,GSM398090,Normal,2152.75
220960_x_at,RPL22,GSM398091,Cancer,3983.01
220960_x_at,RPL22,GSM398092,Normal,2309.82
220960_x_at,RPL22,GSM398093,Cancer,3199.12
220960_x_at,RPL22,GSM398094,Normal,2019.9
220960_x_at,RPL22,GSM398095,Cancer,3210.37
220960_x_at,RPL22,GSM398096,Normal,2984.84
220960_x_at,RPL22,GSM398097,Cancer,2527.96
220960_x_at,RPL22,GSM398098,Normal,2378.02
220960_x_at,RPL22,GSM398099,Cancer,2150.3
220960_x_at,RPL22,GSM398100,Normal,2094.34
220960_x_at,RPL22,GSM398101,Cancer,3386.63
220960_x_at,RPL22,GSM398102,Normal,3208.85
220960_x_at,RPL22,GSM398103,Cancer,2830.74
220960_x_at,RPL22,GSM398104,Normal,6571.87
220960_x_at,RPL22,GSM398105,Cancer,2735.85
220960_x_at,RPL22,GSM398106,Normal,5603.62
220960_x_at,RPL22,GSM398107,Cancer,3059.96
220960_x_at,RPL22,GSM398108,Normal,6313.46
220960_x_at,RPL22,GSM398109,Cancer,3188.22
220960_x_at,RPL22,GSM398110,Normal,6341.42
220960_x_at,RPL22,GSM398111,Cancer,3072.4
220960_x_at,RPL22,GSM398112,Normal,3478.16
220960_x_at,RPL22,GSM398113,Cancer,3771.24
220960_x_at,RPL22,GSM398114,Normal,2639.03
220960_x_at,RPL22,GSM398115,Cancer,3701.69
220960_x_at,RPL22,GSM398116,Normal,8026.63
220960_x_at,RPL22,GSM398117,Cancer,6233.81
220960_x_at,RPL22,GSM398118,Normal,4618.75
220960_x_at,RPL22,GSM398119,Cancer,4762.35
220960_x_at,RPL22,GSM398120,Normal,2812.11
220960_x_at,RPL22,GSM398121,Cancer,3868.92
220960_x_at,RPL22,GSM398122,Normal,3435.51
220960_x_at,RPL22,GSM398123,Cancer,2876.27
220960_x_at,RPL22,GSM398124,Normal,3322.2
220960_x_at,RPL22,GSM398125,Cancer,5750.32
220960_x_at,RPL22,GSM398126,Normal,5319.93
220960_x_at,RPL22,GSM398127,Cancer,5975.34
220960_x_at,RPL22,GSM398128,Normal,5214.99
220960_x_at,RPL22,GSM398129,Cancer,4859.3
220960_x_at,RPL22,GSM398130,Normal,4454.92
220960_x_at,RPL22,GSM398131,Cancer,4620.99
220960_x_at,RPL22,GSM398132,Normal,5239.36
220960_x_at,RPL22,GSM398133,Cancer,5017.73
220960_x_at,RPL22,GSM398134,Normal,4371.2
220960_x_at,RPL22,GSM398135,Cancer,6690.77
220960_x_at,RPL22,GSM398136,Normal,4896.17
220960_x_at,RPL22,GSM398137,Cancer,5293.39
220960_x_at,RPL22,GSM398138,Normal,3975.77
220960_x_at,RPL22,GSM398139,Cancer,4910.35
220960_x_at,RPL22,GSM398140,Normal,5601.9
220960_x_at,RPL22,GSM398141,Cancer,7816.22
220960_x_at,RPL22,GSM398142,Normal,5538.42
220960_x_at,RPL22,GSM398143,Cancer,6356.34
220960_x_at,RPL22,GSM398144,Normal,4387.96
220960_x_at,RPL22,GSM398145,Cancer,5214.89
220960_x_at,RPL22,GSM398146,Normal,6299.64
220960_x_at,RPL22,GSM398147,Cancer,6217.46
220960_x_at,RPL22,GSM398148,Normal,4662.61
220960_x_at,RPL22,GSM398149,Cancer,5256.86
220960_x_at,RPL22,GSM398150,Normal,6033.71
220960_x_at,RPL22,GSM398151,Cancer,6060.73
220960_x_at,RPL22,GSM398152,Normal,5071.44
220960_x_at,RPL22,GSM398153,Cancer,4263.61
220960_x_at,RPL22,GSM398154,Normal,6393.62
220960_x_at,RPL22,GSM398155,Cancer,4816.15
220960_x_at,RPL22,GSM398156,Normal,5139.42
220960_x_at,RPL22,GSM398157,Cancer,5485.36
220960_x_at,RPL22,GSM398158,Normal,4333.88
220960_x_at,RPL22,GSM398159,Cancer,4438.53
201310_s_at,NREP,GSM398074,Normal,1030.1
201310_s_at,NREP,GSM398075,Cancer,1991.18
201310_s_at,NREP,GSM398076,Normal,1578.49
201310_s_at,NREP,GSM398077,Cancer,1807.92
201310_s_at,NREP,GSM398078,Normal,895.705
201310_s_at,NREP,GSM398079,Cancer,1270.31
201310_s_at,NREP,GSM398080,Normal,811.069
201310_s_at,NREP,GSM398081,Cancer,1269.57
201310_s_at,NREP,GSM398082,Normal,1337.17
201310_s_at,NREP,GSM398083,Cancer,1229.04
201310_s_at,NREP,GSM398084,Normal,1087.57
201310_s_at,NREP,GSM398085,Cancer,902.041
201310_s_at,NREP,GSM398086,Normal,2015.1
201310_s_at,NREP,GSM398087,Cancer,1586.54
201310_s_at,NREP,GSM398088,Normal,1086.31
201310_s_at,NREP,GSM398089,Cancer,2129.49
201310_s_at,NREP,GSM398090,Normal,792.449
201310_s_at,NREP,GSM398091,Cancer,1819.7
201310_s_at,NREP,GSM398092,Normal,720.612
201310_s_at,NREP,GSM398093,Cancer,1222.59
201310_s_at,NREP,GSM398094,Normal,1085.57
201310_s_at,NREP,GSM398095,Cancer,2657.32
201310_s_at,NREP,GSM398096,Normal,1577.73
201310_s_at,NREP,GSM398097,Cancer,2169.9
201310_s_at,NREP,GSM398098,Normal,1346.81
201310_s_at,NREP,GSM398099,Cancer,1146.49
201310_s_at,NREP,GSM398100,Normal,1484.84
201310_s_at,NREP,GSM398101,Cancer,2059.93
201310_s_at,NREP,GSM398102,Normal,1756.24
201310_s_at,NREP,GSM398103,Cancer,3644.7
201310_s_at,NREP,GSM398104,Normal,2621.15
201310_s_at,NREP,GSM398105,Cancer,2874.85
201310_s_at,NREP,GSM398106,Normal,3829.53
201310_s_at,NREP,GSM398107,Cancer,1551.43
201310_s_at,NREP,GSM398108,Normal,2791.41
201310_s_at,NREP,GSM398109,Cancer,1614.31
201310_s_at,NREP,GSM398110,Normal,2147.92
201310_s_at,NREP,GSM398111,Cancer,3472.1
201310_s_at,NREP,GSM398112,Normal,1328.98
201310_s_at,NREP,GSM398113,Cancer,2204.62
201310_s_at,NREP,GSM398114,Normal,1357.01
201310_s_at,NREP,GSM398115,Cancer,1158.24
201310_s_at,NREP,GSM398116,Normal,5246.75
201310_s_at,NREP,GSM398117,Cancer,2886.19
201310_s_at,NREP,GSM398118,Normal,2900.48
201310_s_at,NREP,GSM398119,Cancer,2929.32
201310_s_at,NREP,GSM398120,Normal,862.894
201310_s_at,NREP,GSM398121,Cancer,821.017
201310_s_at,NREP,GSM398122,Normal,661.128
201310_s_at,NREP,GSM398123,Cancer,990.51
201310_s_at,NREP,GSM398124,Normal,1864.14
201310_s_at,NREP,GSM398125,Cancer,2298.93
201310_s_at,NREP,GSM398126,Normal,2567.84
201310_s_at,NREP,GSM398127,Cancer,7725.85
201310_s_at,NREP,GSM398128,Normal,1832.29
201310_s_at,NREP,GSM398129,Cancer,5479.59
201310_s_at,NREP,GSM398130,Normal,1924.81
201310_s_at,NREP,GSM398131,Cancer,6958.37
201310_s_at,NREP,GSM398132,Normal,2749.55
201310_s_at,NREP,GSM398133,Cancer,8196.03
201310_s_at,NREP,GSM398134,Normal,1884.3
201310_s_at,NREP,GSM398135,Cancer,2566.02
201310_s_at,NREP,GSM398136,Normal,2271.72
201310_s_at,NREP,GSM398137,Cancer,5427.6
201310_s_at,NREP,GSM398138,Normal,2217.75
201310_s_at,NREP,GSM398139,Cancer,4054.41
201310_s_at,NREP,GSM398140,Normal,1667.08
201310_s_at,NREP,GSM398141,Cancer,1429.45
201310_s_at,NREP,GSM398142,Normal,2403.1
201310_s_at,NREP,GSM398143,Cancer,3111.36
201310_s_at,NREP,GSM398144,Normal,2362.61
201310_s_at,NREP,GSM398145,Cancer,2767.5
201310_s_at,NREP,GSM398146,Normal,2377.65
201310_s_at,NREP,GSM398147,Cancer,2788.89
201310_s_at,NREP,GSM398148,Normal,1617.17
201310_s_at,NREP,GSM398149,Cancer,3458.3
201310_s_at,NREP,GSM398150,Normal,1950.42
201310_s_at,NREP,GSM398151,Cancer,2077.38
201310_s_at,NREP,GSM398152,Normal,2446.31
201310_s_at,NREP,GSM398153,Cancer,2652.04
201310_s_at,NREP,GSM398154,Normal,1539.57
201310_s_at,NREP,GSM398155,Cancer,3609.98
201310_s_at,NREP,GSM398156,Normal,2118.02
201310_s_at,NREP,GSM398157,Cancer,4288.46
201310_s_at,NREP,GSM398158,Normal,2692.09
201310_s_at,NREP,GSM398159,Cancer,2610.49
204971_at,CSTA,GSM398074,Normal,885.101
204971_at,CSTA,GSM398075,Cancer,2448.9
204971_at,CSTA,GSM398076,Normal,818.949
204971_at,CSTA,GSM398077,Cancer,598.833
204971_at,CSTA,GSM398078,Normal,388.979
204971_at,CSTA,GSM398079,Cancer,287.241
204971_at,CSTA,GSM398080,Normal,1357.01
204971_at,CSTA,GSM398081,Cancer,689.107
204971_at,CSTA,GSM398082,Normal,1405.96
204971_at,CSTA,GSM398083,Cancer,951.28
204971_at,CSTA,GSM398084,Normal,1377.54
204971_at,CSTA,GSM398085,Cancer,741.957
204971_at,CSTA,GSM398086,Normal,4623.11
204971_at,CSTA,GSM398087,Cancer,3059.54
204971_at,CSTA,GSM398088,Normal,778.855
204971_at,CSTA,GSM398089,Cancer,1151.76
204971_at,CSTA,GSM398090,Normal,494.065
204971_at,CSTA,GSM398091,Cancer,648.482
204971_at,CSTA,GSM398092,Normal,1439.46
204971_at,CSTA,GSM398093,Cancer,7079.39
204971_at,CSTA,GSM398094,Normal,677.631
204971_at,CSTA,GSM398095,Cancer,310.614
204971_at,CSTA,GSM398096,Normal,1366.43
204971_at,CSTA,GSM398097,Cancer,567.959
204971_at,CSTA,GSM398098,Normal,948.387
204971_at,CSTA,GSM398099,Cancer,138.793
204971_at,CSTA,GSM398100,Normal,612.701
204971_at,CSTA,GSM398101,Cancer,2047.03
204971_at,CSTA,GSM398102,Normal,1805.86
204971_at,CSTA,GSM398103,Cancer,602.164
204971_at,CSTA,GSM398104,Normal,2169.79
204971_at,CSTA,GSM398105,Cancer,1344.9
204971_at,CSTA,GSM398106,Normal,1278.46
204971_at,CSTA,GSM398107,Cancer,639.188
204971_at,CSTA,GSM398108,Normal,4147.16
204971_at,CSTA,GSM398109,Cancer,1490.43
204971_at,CSTA,GSM398110,Normal,1610.55
204971_at,CSTA,GSM398111,Cancer,1032.82
204971_at,CSTA,GSM398112,Normal,1086.12
204971_at,CSTA,GSM398113,Cancer,876.353
204971_at,CSTA,GSM398114,Normal,2530.86
204971_at,CSTA,GSM398115,Cancer,1190.52
204971_at,CSTA,GSM398116,Normal,5003.16
204971_at,CSTA,GSM398117,Cancer,3459.11
204971_at,CSTA,GSM398118,Normal,1470.85
204971_at,CSTA,GSM398119,Cancer,1027.72
204971_at,CSTA,GSM398120,Normal,2473.87
204971_at,CSTA,GSM398121,Cancer,670.732
204971_at,CSTA,GSM398122,Normal,1351.05
204971_at,CSTA,GSM398123,Cancer,1306.98
204971_at,CSTA,GSM398124,Normal,1143.44
204971_at,CSTA,GSM398125,Cancer,2401.83
204971_at,CSTA,GSM398126,Normal,1557.6
204971_at,CSTA,GSM398127,Cancer,540.559
204971_at,CSTA,GSM398128,Normal,1420.06
204971_at,CSTA,GSM398129,Cancer,874.332
204971_at,CSTA,GSM398130,Normal,1157.6
204971_at,CSTA,GSM398131,Cancer,2480.74
204971_at,CSTA,GSM398132,Normal,946.057
204971_at,CSTA,GSM398133,Cancer,372.024
204971_at,CSTA,GSM398134,Normal,1901.33
204971_at,CSTA,GSM398135,Cancer,1275.46
204971_at,CSTA,GSM398136,Normal,1710.57
204971_at,CSTA,GSM398137,Cancer,1201.35
204971_at,CSTA,GSM398138,Normal,2319.27
204971_at,CSTA,GSM398139,Cancer,10310.8
204971_at,CSTA,GSM398140,Normal,1586.28
204971_at,CSTA,GSM398141,Cancer,525.155
204971_at,CSTA,GSM398142,Normal,1954.86
204971_at,CSTA,GSM398143,Cancer,1213.71
204971_at,CSTA,GSM398144,Normal,1543.74
204971_at,CSTA,GSM398145,Cancer,1470.88
204971_at,CSTA,GSM398146,Normal,2398.96
204971_at,CSTA,GSM398147,Cancer,1636.24
204971_at,CSTA,GSM398148,Normal,1912.28
204971_at,CSTA,GSM398149,Cancer,2275.77
204971_at,CSTA,GSM398150,Normal,2001.82
204971_at,CSTA,GSM398151,Cancer,1880.07
204971_at,CSTA,GSM398152,Normal,1545.05
204971_at,CSTA,GSM398153,Cancer,1223.15
204971_at,CSTA,GSM398154,Normal,2312.77
204971_at,CSTA,GSM398155,Cancer,1462.13
204971_at,CSTA,GSM398156,Normal,2025.64
204971_at,CSTA,GSM398157,Cancer,3246.05
204971_at,CSTA,GSM398158,Normal,2636.56
204971_at,CSTA,GSM398159,Cancer,1113.18
220574_at,SEMA6D,GSM398074,Normal,3123.64
220574_at,SEMA6D,GSM398075,Cancer,1783.4
220574_at,SEMA6D,GSM398076,Normal,3112.18
220574_at,SEMA6D,GSM398077,Cancer,1837.6
220574_at,SEMA6D,GSM398078,Normal,1963.76
220574_at,SEMA6D,GSM398079,Cancer,1310.63
220574_at,SEMA6D,GSM398080,Normal,2363.35
220574_at,SEMA6D,GSM398081,Cancer,1406.32
220574_at,SEMA6D,GSM398082,Normal,1672.2
220574_at,SEMA6D,GSM398083,Cancer,2376.44
220574_at,SEMA6D,GSM398084,Normal,2171.48
220574_at,SEMA6D,GSM398085,Cancer,2066.58
220574_at,SEMA6D,GSM398086,Normal,1440.18
220574_at,SEMA6D,GSM398087,Cancer,1997.45
220574_at,SEMA6D,GSM398088,Normal,2725.13
220574_at,SEMA6D,GSM398089,Cancer,1649.98
220574_at,SEMA6D,GSM398090,Normal,2367.74
220574_at,SEMA6D,GSM398091,Cancer,1648.13
220574_at,SEMA6D,GSM398092,Normal,2463.19
220574_at,SEMA6D,GSM398093,Cancer,1884.59
220574_at,SEMA6D,GSM398094,Normal,3881.89
220574_at,SEMA6D,GSM398095,Cancer,1446.43
220574_at,SEMA6D,GSM398096,Normal,978.176
220574_at,SEMA6D,GSM398097,Cancer,3276.07
220574_at,SEMA6D,GSM398098,Normal,2376.23
220574_at,SEMA6D,GSM398099,Cancer,2225.11
220574_at,SEMA6D,GSM398100,Normal,2313.87
220574_at,SEMA6D,GSM398101,Cancer,1917.11
220574_at,SEMA6D,GSM398102,Normal,1796.64
220574_at,SEMA6D,GSM398103,Cancer,1661.55
220574_at,SEMA6D,GSM398104,Normal,2242.62
220574_at,SEMA6D,GSM398105,Cancer,1630.31
220574_at,SEMA6D,GSM398106,Normal,4539.75
220574_at,SEMA6D,GSM398107,Cancer,1584.3
220574_at,SEMA6D,GSM398108,Normal,2445.71
220574_at,SEMA6D,GSM398109,Cancer,2087.71
220574_at,SEMA6D,GSM398110,Normal,2432.78
220574_at,SEMA6D,GSM398111,Cancer,2112.74
220574_at,SEMA6D,GSM398112,Normal,1613.0
220574_at,SEMA6D,GSM398113,Cancer,1467.67
220574_at,SEMA6D,GSM398114,Normal,2021.35
220574_at,SEMA6D,GSM398115,Cancer,1805.67
220574_at,SEMA6D,GSM398116,Normal,2151.92
220574_at,SEMA6D,GSM398117,Cancer,4176.8
220574_at,SEMA6D,GSM398118,Normal,1840.15
220574_at,SEMA6D,GSM398119,Cancer,3734.83
220574_at,SEMA6D,GSM398120,Normal,1806.53
220574_at,SEMA6D,GSM398121,Cancer,2751.63
220574_at,SEMA6D,GSM398122,Normal,1978.75
220574_at,SEMA6D,GSM398123,Cancer,2141.09
220574_at,SEMA6D,GSM398124,Normal,1856.23
220574_at,SEMA6D,GSM398125,Cancer,1612.23
220574_at,SEMA6D,GSM398126,Normal,2352.04
220574_at,SEMA6D,GSM398127,Cancer,3202.19
220574_at,SEMA6D,GSM398128,Normal,2057.41
220574_at,SEMA6D,GSM398129,Cancer,3806.67
220574_at,SEMA6D,GSM398130,Normal,3624.38
220574_at,SEMA6D,GSM398131,Cancer,1986.65
220574_at,SEMA6D,GSM398132,Normal,4210.03
220574_at,SEMA6D,GSM398133,Cancer,5092.52
220574_at,SEMA6D,GSM398134,Normal,2239.31
220574_at,SEMA6D,GSM398135,Cancer,5101.46
220574_at,SEMA6D,GSM398136,Normal,4757.58
220574_at,SEMA6D,GSM398137,Cancer,3857.54
220574_at,SEMA6D,GSM398138,Normal,6399.22
220574_at,SEMA6D,GSM398139,Cancer,2614.31
220574_at,SEMA6D,GSM398140,Normal,2393.49
220574_at,SEMA6D,GSM398141,Cancer,2896.64
220574_at,SEMA6D,GSM398142,Normal,3526.81
220574_at,SEMA6D,GSM398143,Cancer,2147.8
220574_at,SEMA6D,GSM398144,Normal,3751.14
220574_at,SEMA6D,GSM398145,Cancer,4749.81
220574_at,SEMA6D,GSM398146,Normal,4300.9
220574_at,SEMA6D,GSM398147,Cancer,3354.13
220574_at,SEMA6D,GSM398148,Normal,4936.6
220574_at,SEMA6D,GSM398149,Cancer,2449.94
220574_at,SEMA6D,GSM398150,Normal,3881.01
220574_at,SEMA6D,GSM398151,Cancer,2212.95
220574_at,SEMA6D,GSM398152,Normal,5229.01
220574_at,SEMA6D,GSM398153,Cancer,4402.75
220574_at,SEMA6D,GSM398154,Normal,9526.5
220574_at,SEMA6D,GSM398155,Cancer,6471.43
220574_at,SEMA6D,GSM398156,Normal,3473.88
220574_at,SEMA6D,GSM398157,Cancer,5707.12
220574_at,SEMA6D,GSM398158,Normal,4393.05
220574_at,SEMA6D,GSM398159,Cancer,4775.03
200089_s_at,RPL4,GSM398074,Normal,2230.37
200089_s_at,RPL4,GSM398075,Cancer,4437.48
200089_s_at,RPL4,GSM398076,Normal,1656.05
200089_s_at,RPL4,GSM398077,Cancer,2358.32
200089_s_at,RPL4,GSM398078,Normal,2531.89
200089_s_at,RPL4,GSM398079,Cancer,1652.58
200089_s_at,RPL4,GSM398080,Normal,1418.69
200089_s_at,RPL4,GSM398081,Cancer,2696.58
200089_s_at,RPL4,GSM398082,Normal,3429.24
200089_s_at,RPL4,GSM398083,Cancer,1982.17
200089_s_at,RPL4,GSM398084,Normal,3319.82
200089_s_at,RPL4,GSM398085,Cancer,2364.18
200089_s_at,RPL4,GSM398086,Normal,4216.56
200089_s_at,RPL4,GSM398087,Cancer,2582.19
200089_s_at,RPL4,GSM398088,Normal,1844.95
200089_s_at,RPL4,GSM398089,Cancer,3788.59
200089_s_at,RPL4,GSM398090,Normal,1707.42
200089_s_at,RPL4,GSM398091,Cancer,3598.2
200089_s_at,RPL4,GSM398092,Normal,1995.46
200089_s_at,RPL4,GSM398093,Cancer,2613.6
200089_s_at,RPL4,GSM398094,Normal,2079.99
200089_s_at,RPL4,GSM398095,Cancer,2517.41
200089_s_at,RPL4,GSM398096,Normal,2567.88
200089_s_at,RPL4,GSM398097,Cancer,1363.67
200089_s_at,RPL4,GSM398098,Normal,2474.25
200089_s_at,RPL4,GSM398099,Cancer,1642.72
200089_s_at,RPL4,GSM398100,Normal,1899.79
200089_s_at,RPL4,GSM398101,Cancer,2260.0
200089_s_at,RPL4,GSM398102,Normal,2943.41
200089_s_at,RPL4,GSM398103,Cancer,1803.62
200089_s_at,RPL4,GSM398104,Normal,4091.96
200089_s_at,RPL4,GSM398105,Cancer,1735.47
200089_s_at,RPL4,GSM398106,Normal,3677.83
200089_s_at,RPL4,GSM398107,Cancer,1780.17
200089_s_at,RPL4,GSM398108,Normal,5435.93
200089_s_at,RPL4,GSM398109,Cancer,1884.03
200089_s_at,RPL4,GSM398110,Normal,6168.36
200089_s_at,RPL4,GSM398111,Cancer,2635.89
200089_s_at,RPL4,GSM398112,Normal,2915.36
200089_s_at,RPL4,GSM398113,Cancer,3578.1
200089_s_at,RPL4,GSM398114,Normal,2387.56
200089_s_at,RPL4,GSM398115,Cancer,3208.72
200089_s_at,RPL4,GSM398116,Normal,6987.9
200089_s_at,RPL4,GSM398117,Cancer,5698.96
200089_s_at,RPL4,GSM398118,Normal,5068.92
200089_s_at,RPL4,GSM398119,Cancer,4368.75
200089_s_at,RPL4,GSM398120,Normal,3373.53
200089_s_at,RPL4,GSM398121,Cancer,3452.01
200089_s_at,RPL4,GSM398122,Normal,3899.49
200089_s_at,RPL4,GSM398123,Cancer,3220.49
200089_s_at,RPL4,GSM398124,Normal,3439.44
200089_s_at,RPL4,GSM398125,Cancer,5802.1
200089_s_at,RPL4,GSM398126,Normal,5632.82
200089_s_at,RPL4,GSM398127,Cancer,6397.87
200089_s_at,RPL4,GSM398128,Normal,5474.63
200089_s_at,RPL4,GSM398129,Cancer,4313.09
200089_s_at,RPL4,GSM398130,Normal,4545.78
200089_s_at,RPL4,GSM398131,Cancer,5724.63
200089_s_at,RPL4,GSM398132,Normal,3702.29
200089_s_at,RPL4,GSM398133,Cancer,3458.23
200089_s_at,RPL4,GSM398134,Normal,2316.09
200089_s_at,RPL4,GSM398135,Cancer,5781.89
200089_s_at,RPL4,GSM398136,Normal,4058.68
200089_s_at,RPL4,GSM398137,Cancer,4207.54
200089_s_at,RPL4,GSM398138,Normal,3800.63
200089_s_at,RPL4,GSM398139,Cancer,3567.57
200089_s_at,RPL4,GSM398140,Normal,4555.35
200089_s_at,RPL4,GSM398141,Cancer,6330.56
200089_s_at,RPL4,GSM398142,Normal,5278.57
200089_s_at,RPL4,GSM398143,Cancer,5292.51
200089_s_at,RPL4,GSM398144,Normal,4196.32
200089_s_at,RPL4,GSM398145,Cancer,4289.24
200089_s_at,RPL4,GSM398146,Normal,4784.55
200089_s_at,RPL4,GSM398147,Cancer,5393.32
200089_s_at,RPL4,GSM398148,Normal,3561.87
200089_s_at,RPL4,GSM398149,Cancer,3472.59
200089_s_at,RPL4,GSM398150,Normal,5485.32
200089_s_at,RPL4,GSM398151,Cancer,4857.4
200089_s_at,RPL4,GSM398152,Normal,4663.89
200089_s_at,RPL4,GSM398153,Cancer,3667.91
200089_s_at,RPL4,GSM398154,Normal,238.373
200089_s_at,RPL4,GSM398155,Cancer,1685.97
200089_s_at,RPL4,GSM398156,Normal,5107.65
200089_s_at,RPL4,GSM398157,Cancer,4450.1
200089_s_at,RPL4,GSM398158,Normal,3842.31
200089_s_at,RPL4,GSM398159,Cancer,4579.31
202912_at,ADM,GSM398074,Normal,502.245
202912_at,ADM,GSM398075,Cancer,1351.8
202912_at,ADM,GSM398076,Normal,3327.89
202912_at,ADM,GSM398077,Cancer,923.401
202912_at,ADM,GSM398078,Normal,2844.49
202912_at,ADM,GSM398079,Cancer,918.156
202912_at,ADM,GSM398080,Normal,2008.64
202912_at,ADM,GSM398081,Cancer,1851.93
202912_at,ADM,GSM398082,Normal,2592.95
202912_at,ADM,GSM398083,Cancer,1821.9
202912_at,ADM,GSM398084,Normal,2459.58
202912_at,ADM,GSM398085,Cancer,1044.23
202912_at,ADM,GSM398086,Normal,1291.07
202912_at,ADM,GSM398087,Cancer,3405.91
202912_at,ADM,GSM398088,Normal,2215.0
202912_at,ADM,GSM398089,Cancer,663.185
202912_at,ADM,GSM398090,Normal,1075.44
202912_at,ADM,GSM398091,Cancer,919.85
202912_at,ADM,GSM398092,Normal,2401.49
202912_at,ADM,GSM398093,Cancer,782.764
202912_at,ADM,GSM398094,Normal,1676.99
202912_at,ADM,GSM398095,Cancer,1285.67
202912_at,ADM,GSM398096,Normal,2856.57
202912_at,ADM,GSM398097,Cancer,867.602
202912_at,ADM,GSM398098,Normal,966.971
202912_at,ADM,GSM398099,Cancer,1052.01
202912_at,ADM,GSM398100,Normal,1336.36
202912_at,ADM,GSM398101,Cancer,1378.16
202912_at,ADM,GSM398102,Normal,2337.46
202912_at,ADM,GSM398103,Cancer,812.202
202912_at,ADM,GSM398104,Normal,2928.86
202912_at,ADM,GSM398105,Cancer,1191.67
202912_at,ADM,GSM398106,Normal,3335.72
202912_at,ADM,GSM398107,Cancer,1273.2
202912_at,ADM,GSM398108,Normal,6087.19
202912_at,ADM,GSM398109,Cancer,2942.85
202912_at,ADM,GSM398110,Normal,3977.55
202912_at,ADM,GSM398111,Cancer,1072.76
202912_at,ADM,GSM398112,Normal,2896.15
202912_at,ADM,GSM398113,Cancer,1729.74
202912_at,ADM,GSM398114,Normal,2903.77
202912_at,ADM,GSM398115,Cancer,2057.5
202912_at,ADM,GSM398116,Normal,4322.02
202912_at,ADM,GSM398117,Cancer,961.941
202912_at,ADM,GSM398118,Normal,5012.68
202912_at,ADM,GSM398119,Cancer,2963.58
202912_at,ADM,GSM398120,Normal,3472.01
202912_at,ADM,GSM398121,Cancer,1513.98
202912_at,ADM,GSM398122,Normal,1825.67
202912_at,ADM,GSM398123,Cancer,884.092
202912_at,ADM,GSM398124,Normal,3545.59
202912_at,ADM,GSM398125,Cancer,882.776
202912_at,ADM,GSM398126,Normal,4876.98
202912_at,ADM,GSM398127,Cancer,5814.25
202912_at,ADM,GSM398128,Normal,4369.88
202912_at,ADM,GSM398129,Cancer,1751.87
202912_at,ADM,GSM398130,Normal,3891.06
202912_at,ADM,GSM398131,Cancer,1539.11
202912_at,ADM,GSM398132,Normal,3870.67
202912_at,ADM,GSM398133,Cancer,1547.07
202912_at,ADM,GSM398134,Normal,3645.36
202912_at,ADM,GSM398135,Cancer,2516.92
202912_at,ADM,GSM398136,Normal,4102.71
202912_at,ADM,GSM398137,Cancer,1820.47
202912_at,ADM,GSM398138,Normal,3413.26
202912_at,ADM,GSM398139,Cancer,1470.91
202912_at,ADM,GSM398140,Normal,4804.89
202912_at,ADM,GSM398141,Cancer,1206.84
202912_at,ADM,GSM398142,Normal,3941.6
202912_at,ADM,GSM398143,Cancer,2155.27
202912_at,ADM,GSM398144,Normal,5331.82
202912_at,ADM,GSM398145,Cancer,2219.96
202912_at,ADM,GSM398146,Normal,5881.03
202912_at,ADM,GSM398147,Cancer,3351.42
202912_at,ADM,GSM398148,Normal,4134.01
202912_at,ADM,GSM398149,Cancer,3524.04
202912_at,ADM,GSM398150,Normal,3158.02
202912_at,ADM,GSM398151,Cancer,927.6
