Gene,Gene_Symbol,Sample,Sample_Type,Expression
208680_at,PRDX1,GSM398156,Normal,4151.68
208680_at,PRDX1,GSM398157,Cancer,4414.29
208680_at,PRDX1,GSM398158,Normal,2000.07
208680_at,PRDX1,GSM398159,Cancer,5259.69
217848_s_at,PPA1,GSM398074,Normal,962.501
217848_s_at,PPA1,GSM398075,Cancer,2797.51
217848_s_at,PPA1,GSM398076,Normal,1362.91
217848_s_at,PPA1,GSM398077,Cancer,2434.71
217848_s_at,PPA1,GSM398078,Normal,1632.63
217848_s_at,PPA1,GSM398079,Cancer,1200.06
217848_s_at,PPA1,GSM398080,Normal,1484.92
217848_s_at,PPA1,GSM398081,Cancer,1491.53
217848_s_at,PPA1,GSM398082,Normal,2180.43
217848_s_at,PPA1,GSM398083,Cancer,1917.69
217848_s_at,PPA1,GSM398084,Normal,2934.7
217848_s_at,PPA1,GSM398085,Cancer,1742.19
217848_s_at,PPA1,GSM398086,Normal,3291.8
217848_s_at,PPA1,GSM398087,Cancer,2311.9
217848_s_at,PPA1,GSM398088,Normal,2057.99
217848_s_at,PPA1,GSM398089,Cancer,2795.88
217848_s_at,PPA1,GSM398090,Normal,1070.5
217848_s_at,PPA1,GSM398091,Cancer,2264.04
217848_s_at,PPA1,GSM398092,Normal,1949.66
217848_s_at,PPA1,GSM398093,Cancer,3151.91
217848_s_at,PPA1,GSM398094,Normal,1537.97
217848_s_at,PPA1,GSM398095,Cancer,2137.04
217848_s_at,PPA1,GSM398096,Normal,2696.61
217848_s_at,PPA1,GSM398097,Cancer,1340.29
217848_s_at,PPA1,GSM398098,Normal,2199.08
217848_s_at,PPA1,GSM398099,Cancer,1094.08
217848_s_at,PPA1,GSM398100,Normal,687.621
217848_s_at,PPA1,GSM398101,Cancer,2767.9
217848_s_at,PPA1,GSM398102,Normal,3145.82
217848_s_at,PPA1,GSM398103,Cancer,1797.38
217848_s_at,PPA1,GSM398104,Normal,4249.33
217848_s_at,PPA1,GSM398105,Cancer,1733.8
217848_s_at,PPA1,GSM398106,Normal,3712.56
217848_s_at,PPA1,GSM398107,Cancer,3769.94
217848_s_at,PPA1,GSM398108,Normal,5402.97
217848_s_at,PPA1,GSM398109,Cancer,1690.72
217848_s_at,PPA1,GSM398110,Normal,5239.26
217848_s_at,PPA1,GSM398111,Cancer,1847.3
217848_s_at,PPA1,GSM398112,Normal,2020.42
217848_s_at,PPA1,GSM398113,Cancer,2134.42
217848_s_at,PPA1,GSM398114,Normal,3262.65
217848_s_at,PPA1,GSM398115,Cancer,2919.81
217848_s_at,PPA1,GSM398116,Normal,4931.52
217848_s_at,PPA1,GSM398117,Cancer,6720.06
217848_s_at,PPA1,GSM398118,Normal,5995.44
217848_s_at,PPA1,GSM398119,Cancer,4045.54
217848_s_at,PPA1,GSM398120,Normal,2277.0
217848_s_at,PPA1,GSM398121,Cancer,1328.13
217848_s_at,PPA1,GSM398122,Normal,2436.42
217848_s_at,PPA1,GSM398123,Cancer,2857.9
217848_s_at,PPA1,GSM398124,Normal,2966.96
217848_s_at,PPA1,GSM398125,Cancer,4925.77
217848_s_at,PPA1,GSM398126,Normal,5554.73
217848_s_at,PPA1,GSM398127,Cancer,6774.85
217848_s_at,PPA1,GSM398128,Normal,4972.23
217848_s_at,PPA1,GSM398129,Cancer,4157.91
217848_s_at,PPA1,GSM398130,Normal,3678.04
217848_s_at,PPA1,GSM398131,Cancer,2192.38
217848_s_at,PPA1,GSM398132,Normal,2233.24
217848_s_at,PPA1,GSM398133,Cancer,2166.62
217848_s_at,PPA1,GSM398134,Normal,3377.35
217848_s_at,PPA1,GSM398135,Cancer,2443.1
217848_s_at,PPA1,GSM398136,Normal,3587.91
217848_s_at,PPA1,GSM398137,Cancer,3267.99
217848_s_at,PPA1,GSM398138,Normal,3280.57
217848_s_at,PPA1,GSM398139,Cancer,3757.66
217848_s_at,PPA1,GSM398140,Normal,3458.88
217848_s_at,PPA1,GSM398141,Cancer,3318.23
217848_s_at,PPA1,GSM398142,Normal,4268.9
217848_s_at,PPA1,GSM398143,Cancer,4213.43
217848_s_at,PPA1,GSM398144,Normal,2879.83
217848_s_at,PPA1,GSM398145,Cancer,4814.89
217848_s_at,PPA1,GSM398146,Normal,4685.0
217848_s_at,PPA1,GSM398147,Cancer,3451.87
217848_s_at,PPA1,GSM398148,Normal,4648.81
217848_s_at,PPA1,GSM398149,Cancer,3846.4
217848_s_at,PPA1,GSM398150,Normal,2998.74
217848_s_at,PPA1,GSM398151,Cancer,4105.65
217848_s_at,PPA1,GSM398152,Normal,4518.84
217848_s_at,PPA1,GSM398153,Cancer,3150.96
217848_s_at,PPA1,GSM398154,Normal,357.949
217848_s_at,PPA1,GSM398155,Cancer,925.976
217848_s_at,PPA1,GSM398156,Normal,6824.54
217848_s_at,PPA1,GSM398157,Cancer,5657.61
217848_s_at,PPA1,GSM398158,Normal,3476.1
217848_s_at,PPA1,GSM398159,Cancer,2381.81
201839_s_at,EPCAM,GSM398074,Normal,983.916
201839_s_at,EPCAM,GSM398075,Cancer,1996.56
201839_s_at,EPCAM,GSM398076,Normal,470.34
201839_s_at,EPCAM,GSM398077,Cancer,2423.28
201839_s_at,EPCAM,GSM398078,Normal,250.448
201839_s_at,EPCAM,GSM398079,Cancer,2857.52
201839_s_at,EPCAM,GSM398080,Normal,171.533
201839_s_at,EPCAM,GSM398081,Cancer,1902.78
201839_s_at,EPCAM,GSM398082,Normal,1634.85
201839_s_at,EPCAM,GSM398083,Cancer,982.685
201839_s_at,EPCAM,GSM398084,Normal,147.191
201839_s_at,EPCAM,GSM398085,Cancer,1354.43
201839_s_at,EPCAM,GSM398086,Normal,2795.43
201839_s_at,EPCAM,GSM398087,Cancer,2749.45
201839_s_at,EPCAM,GSM398088,Normal,199.869
201839_s_at,EPCAM,GSM398089,Cancer,1917.36
201839_s_at,EPCAM,GSM398090,Normal,274.61
201839_s_at,EPCAM,GSM398091,Cancer,1521.05
201839_s_at,EPCAM,GSM398092,Normal,178.928
201839_s_at,EPCAM,GSM398093,Cancer,2720.85
201839_s_at,EPCAM,GSM398094,Normal,255.325
201839_s_at,EPCAM,GSM398095,Cancer,2524.32
201839_s_at,EPCAM,GSM398096,Normal,1751.06
201839_s_at,EPCAM,GSM398097,Cancer,1636.23
201839_s_at,EPCAM,GSM398098,Normal,1817.24
201839_s_at,EPCAM,GSM398099,Cancer,2259.81
201839_s_at,EPCAM,GSM398100,Normal,1436.0
201839_s_at,EPCAM,GSM398101,Cancer,2499.49
201839_s_at,EPCAM,GSM398102,Normal,183.087
201839_s_at,EPCAM,GSM398103,Cancer,2567.79
201839_s_at,EPCAM,GSM398104,Normal,837.846
201839_s_at,EPCAM,GSM398105,Cancer,2155.14
201839_s_at,EPCAM,GSM398106,Normal,249.561
201839_s_at,EPCAM,GSM398107,Cancer,3120.35
201839_s_at,EPCAM,GSM398108,Normal,324.01
201839_s_at,EPCAM,GSM398109,Cancer,741.345
201839_s_at,EPCAM,GSM398110,Normal,329.066
201839_s_at,EPCAM,GSM398111,Cancer,1993.12
201839_s_at,EPCAM,GSM398112,Normal,300.532
201839_s_at,EPCAM,GSM398113,Cancer,1348.72
201839_s_at,EPCAM,GSM398114,Normal,118.459
201839_s_at,EPCAM,GSM398115,Cancer,947.826
201839_s_at,EPCAM,GSM398116,Normal,3183.85
201839_s_at,EPCAM,GSM398117,Cancer,6155.5
201839_s_at,EPCAM,GSM398118,Normal,292.725
201839_s_at,EPCAM,GSM398119,Cancer,267.516
201839_s_at,EPCAM,GSM398120,Normal,233.148
201839_s_at,EPCAM,GSM398121,Cancer,1097.77
201839_s_at,EPCAM,GSM398122,Normal,962.343
201839_s_at,EPCAM,GSM398123,Cancer,1746.01
201839_s_at,EPCAM,GSM398124,Normal,147.919
201839_s_at,EPCAM,GSM398125,Cancer,3461.13
201839_s_at,EPCAM,GSM398126,Normal,333.391
201839_s_at,EPCAM,GSM398127,Cancer,6433.78
201839_s_at,EPCAM,GSM398128,Normal,345.691
201839_s_at,EPCAM,GSM398129,Cancer,4012.39
201839_s_at,EPCAM,GSM398130,Normal,303.781
201839_s_at,EPCAM,GSM398131,Cancer,5226.46
201839_s_at,EPCAM,GSM398132,Normal,321.462
201839_s_at,EPCAM,GSM398133,Cancer,1848.82
201839_s_at,EPCAM,GSM398134,Normal,241.423
201839_s_at,EPCAM,GSM398135,Cancer,2265.12
201839_s_at,EPCAM,GSM398136,Normal,236.169
201839_s_at,EPCAM,GSM398137,Cancer,2820.81
201839_s_at,EPCAM,GSM398138,Normal,200.94
201839_s_at,EPCAM,GSM398139,Cancer,2074.59
201839_s_at,EPCAM,GSM398140,Normal,516.761
201839_s_at,EPCAM,GSM398141,Cancer,3283.38
201839_s_at,EPCAM,GSM398142,Normal,1055.72
201839_s_at,EPCAM,GSM398143,Cancer,2117.28
201839_s_at,EPCAM,GSM398144,Normal,203.823
201839_s_at,EPCAM,GSM398145,Cancer,2602.74
201839_s_at,EPCAM,GSM398146,Normal,95.339
201839_s_at,EPCAM,GSM398147,Cancer,1096.75
201839_s_at,EPCAM,GSM398148,Normal,1354.03
201839_s_at,EPCAM,GSM398149,Cancer,1445.89
201839_s_at,EPCAM,GSM398150,Normal,288.403
201839_s_at,EPCAM,GSM398151,Cancer,2991.8
201839_s_at,EPCAM,GSM398152,Normal,308.446
201839_s_at,EPCAM,GSM398153,Cancer,1752.26
201839_s_at,EPCAM,GSM398154,Normal,323.589
201839_s_at,EPCAM,GSM398155,Cancer,3246.57
201839_s_at,EPCAM,GSM398156,Normal,374.564
201839_s_at,EPCAM,GSM398157,Cancer,5303.72
201839_s_at,EPCAM,GSM398158,Normal,2109.64
201839_s_at,EPCAM,GSM398159,Cancer,4917.6
206158_s_at,CNBP,GSM398074,Normal,1622.2
206158_s_at,CNBP,GSM398075,Cancer,2713.25
206158_s_at,CNBP,GSM398076,Normal,1185.22
206158_s_at,CNBP,GSM398077,Cancer,1799.84
206158_s_at,CNBP,GSM398078,Normal,1646.29
206158_s_at,CNBP,GSM398079,Cancer,2507.23
206158_s_at,CNBP,GSM398080,Normal,1627.36
206158_s_at,CNBP,GSM398081,Cancer,2654.92
206158_s_at,CNBP,GSM398082,Normal,3098.31
206158_s_at,CNBP,GSM398083,Cancer,1797.9
206158_s_at,CNBP,GSM398084,Normal,2708.18
206158_s_at,CNBP,GSM398085,Cancer,2458.81
206158_s_at,CNBP,GSM398086,Normal,2796.83
206158_s_at,CNBP,GSM398087,Cancer,3326.28
206158_s_at,CNBP,GSM398088,Normal,2087.57
206158_s_at,CNBP,GSM398089,Cancer,2502.77
206158_s_at,CNBP,GSM398090,Normal,1673.29
206158_s_at,CNBP,GSM398091,Cancer,2021.8
206158_s_at,CNBP,GSM398092,Normal,2095.78
206158_s_at,CNBP,GSM398093,Cancer,1979.0
206158_s_at,CNBP,GSM398094,Normal,2321.03
206158_s_at,CNBP,GSM398095,Cancer,1882.27
206158_s_at,CNBP,GSM398096,Normal,2748.77
206158_s_at,CNBP,GSM398097,Cancer,1548.98
206158_s_at,CNBP,GSM398098,Normal,1962.49
206158_s_at,CNBP,GSM398099,Cancer,1477.06
206158_s_at,CNBP,GSM398100,Normal,1529.6
206158_s_at,CNBP,GSM398101,Cancer,2179.51
206158_s_at,CNBP,GSM398102,Normal,2811.72
206158_s_at,CNBP,GSM398103,Cancer,2291.31
206158_s_at,CNBP,GSM398104,Normal,5411.52
206158_s_at,CNBP,GSM398105,Cancer,2017.64
206158_s_at,CNBP,GSM398106,Normal,4738.25
206158_s_at,CNBP,GSM398107,Cancer,2290.81
206158_s_at,CNBP,GSM398108,Normal,5570.94
206158_s_at,CNBP,GSM398109,Cancer,1117.07
206158_s_at,CNBP,GSM398110,Normal,5423.44
206158_s_at,CNBP,GSM398111,Cancer,2026.4
206158_s_at,CNBP,GSM398112,Normal,2820.02
206158_s_at,CNBP,GSM398113,Cancer,2748.41
206158_s_at,CNBP,GSM398114,Normal,3104.63
206158_s_at,CNBP,GSM398115,Cancer,2182.9
206158_s_at,CNBP,GSM398116,Normal,5358.54
206158_s_at,CNBP,GSM398117,Cancer,5870.93
206158_s_at,CNBP,GSM398118,Normal,6566.45
206158_s_at,CNBP,GSM398119,Cancer,4661.35
206158_s_at,CNBP,GSM398120,Normal,2777.5
206158_s_at,CNBP,GSM398121,Cancer,1897.26
206158_s_at,CNBP,GSM398122,Normal,2497.84
206158_s_at,CNBP,GSM398123,Cancer,2111.89
206158_s_at,CNBP,GSM398124,Normal,3780.73
206158_s_at,CNBP,GSM398125,Cancer,3561.55
206158_s_at,CNBP,GSM398126,Normal,4184.85
206158_s_at,CNBP,GSM398127,Cancer,4551.72
206158_s_at,CNBP,GSM398128,Normal,5483.03
206158_s_at,CNBP,GSM398129,Cancer,3388.01
206158_s_at,CNBP,GSM398130,Normal,3814.78
206158_s_at,CNBP,GSM398131,Cancer,3747.64
206158_s_at,CNBP,GSM398132,Normal,3611.73
206158_s_at,CNBP,GSM398133,Cancer,3048.38
206158_s_at,CNBP,GSM398134,Normal,2523.87
206158_s_at,CNBP,GSM398135,Cancer,6608.58
206158_s_at,CNBP,GSM398136,Normal,4365.1
206158_s_at,CNBP,GSM398137,Cancer,4846.83
206158_s_at,CNBP,GSM398138,Normal,4801.92
206158_s_at,CNBP,GSM398139,Cancer,4926.85
206158_s_at,CNBP,GSM398140,Normal,4294.47
206158_s_at,CNBP,GSM398141,Cancer,5182.13
206158_s_at,CNBP,GSM398142,Normal,5103.7
206158_s_at,CNBP,GSM398143,Cancer,4982.55
206158_s_at,CNBP,GSM398144,Normal,4368.24
206158_s_at,CNBP,GSM398145,Cancer,3193.1
206158_s_at,CNBP,GSM398146,Normal,5993.14
206158_s_at,CNBP,GSM398147,Cancer,4201.14
206158_s_at,CNBP,GSM398148,Normal,5512.52
206158_s_at,CNBP,GSM398149,Cancer,4011.22
206158_s_at,CNBP,GSM398150,Normal,4821.05
206158_s_at,CNBP,GSM398151,Cancer,5343.14
206158_s_at,CNBP,GSM398152,Normal,5142.49
206158_s_at,CNBP,GSM398153,Cancer,3856.15
206158_s_at,CNBP,GSM398154,Normal,1939.01
206158_s_at,CNBP,GSM398155,Cancer,3456.91
206158_s_at,CNBP,GSM398156,Normal,5788.36
206158_s_at,CNBP,GSM398157,Cancer,5601.8
206158_s_at,CNBP,GSM398158,Normal,4559.71
206158_s_at,CNBP,GSM398159,Cancer,3439.63
200025_s_at,RPL27,GSM398074,Normal,3556.2
200025_s_at,RPL27,GSM398075,Cancer,4691.73
200025_s_at,RPL27,GSM398076,Normal,3956.83
200025_s_at,RPL27,GSM398077,Cancer,2731.16
200025_s_at,RPL27,GSM398078,Normal,3420.97
200025_s_at,RPL27,GSM398079,Cancer,3150.43
200025_s_at,RPL27,GSM398080,Normal,2640.42
200025_s_at,RPL27,GSM398081,Cancer,3154.09
200025_s_at,RPL27,GSM398082,Normal,3163.34
200025_s_at,RPL27,GSM398083,Cancer,4261.02
200025_s_at,RPL27,GSM398084,Normal,2600.74
200025_s_at,RPL27,GSM398085,Cancer,2797.09
200025_s_at,RPL27,GSM398086,Normal,4248.92
200025_s_at,RPL27,GSM398087,Cancer,3455.04
200025_s_at,RPL27,GSM398088,Normal,2930.74
200025_s_at,RPL27,GSM398089,Cancer,2685.57
200025_s_at,RPL27,GSM398090,Normal,2889.09
200025_s_at,RPL27,GSM398091,Cancer,3521.8
200025_s_at,RPL27,GSM398092,Normal,2671.6
200025_s_at,RPL27,GSM398093,Cancer,3302.02
200025_s_at,RPL27,GSM398094,Normal,3396.57
200025_s_at,RPL27,GSM398095,Cancer,2658.0
200025_s_at,RPL27,GSM398096,Normal,2876.93
200025_s_at,RPL27,GSM398097,Cancer,3847.26
200025_s_at,RPL27,GSM398098,Normal,2821.66
200025_s_at,RPL27,GSM398099,Cancer,3054.07
200025_s_at,RPL27,GSM398100,Normal,1156.1
200025_s_at,RPL27,GSM398101,Cancer,3810.78
200025_s_at,RPL27,GSM398102,Normal,3699.66
200025_s_at,RPL27,GSM398103,Cancer,2873.34
200025_s_at,RPL27,GSM398104,Normal,5571.95
200025_s_at,RPL27,GSM398105,Cancer,2676.14
200025_s_at,RPL27,GSM398106,Normal,7235.35
200025_s_at,RPL27,GSM398107,Cancer,3419.54
200025_s_at,RPL27,GSM398108,Normal,6390.2
200025_s_at,RPL27,GSM398109,Cancer,2838.05
200025_s_at,RPL27,GSM398110,Normal,7232.66
200025_s_at,RPL27,GSM398111,Cancer,3916.49
200025_s_at,RPL27,GSM398112,Normal,3197.11
200025_s_at,RPL27,GSM398113,Cancer,3397.2
200025_s_at,RPL27,GSM398114,Normal,2697.82
200025_s_at,RPL27,GSM398115,Cancer,3564.67
200025_s_at,RPL27,GSM398116,Normal,8548.57
200025_s_at,RPL27,GSM398117,Cancer,6423.4
200025_s_at,RPL27,GSM398118,Normal,4918.01
200025_s_at,RPL27,GSM398119,Cancer,4626.32
200025_s_at,RPL27,GSM398120,Normal,3620.62
200025_s_at,RPL27,GSM398121,Cancer,4440.19
200025_s_at,RPL27,GSM398122,Normal,3749.74
200025_s_at,RPL27,GSM398123,Cancer,3073.23
200025_s_at,RPL27,GSM398124,Normal,3329.18
200025_s_at,RPL27,GSM398125,Cancer,5572.06
200025_s_at,RPL27,GSM398126,Normal,5510.86
200025_s_at,RPL27,GSM398127,Cancer,6175.37
200025_s_at,RPL27,GSM398128,Normal,6236.46
200025_s_at,RPL27,GSM398129,Cancer,5272.72
200025_s_at,RPL27,GSM398130,Normal,3797.1
200025_s_at,RPL27,GSM398131,Cancer,5140.04
200025_s_at,RPL27,GSM398132,Normal,5917.84
200025_s_at,RPL27,GSM398133,Cancer,5007.28
200025_s_at,RPL27,GSM398134,Normal,6534.49
200025_s_at,RPL27,GSM398135,Cancer,5894.48
200025_s_at,RPL27,GSM398136,Normal,4167.42
200025_s_at,RPL27,GSM398137,Cancer,5761.62
200025_s_at,RPL27,GSM398138,Normal,3650.17
200025_s_at,RPL27,GSM398139,Cancer,5184.34
200025_s_at,RPL27,GSM398140,Normal,4659.59
200025_s_at,RPL27,GSM398141,Cancer,5402.01
200025_s_at,RPL27,GSM398142,Normal,4814.65
200025_s_at,RPL27,GSM398143,Cancer,6555.46
200025_s_at,RPL27,GSM398144,Normal,4700.98
200025_s_at,RPL27,GSM398145,Cancer,5631.12
200025_s_at,RPL27,GSM398146,Normal,5950.12
200025_s_at,RPL27,GSM398147,Cancer,6037.55
200025_s_at,RPL27,GSM398148,Normal,4674.38
200025_s_at,RPL27,GSM398149,Cancer,5129.46
200025_s_at,RPL27,GSM398150,Normal,5321.3
200025_s_at,RPL27,GSM398151,Cancer,5974.38
200025_s_at,RPL27,GSM398152,Normal,3190.36
200025_s_at,RPL27,GSM398153,Cancer,4439.51
200025_s_at,RPL27,GSM398154,Normal,8021.64
200025_s_at,RPL27,GSM398155,Cancer,5359.48
200025_s_at,RPL27,GSM398156,Normal,6342.74
200025_s_at,RPL27,GSM398157,Cancer,4992.75
200025_s_at,RPL27,GSM398158,Normal,6130.14
200025_s_at,RPL27,GSM398159,Cancer,4375.82
201150_s_at,TIMP3,GSM398074,Normal,870.42
201150_s_at,TIMP3,GSM398075,Cancer,2055.19
201150_s_at,TIMP3,GSM398076,Normal,1846.76
201150_s_at,TIMP3,GSM398077,Cancer,1371.57
201150_s_at,TIMP3,GSM398078,Normal,1201.57
201150_s_at,TIMP3,GSM398079,Cancer,942.58
201150_s_at,TIMP3,GSM398080,Normal,1532.11
201150_s_at,TIMP3,GSM398081,Cancer,1890.42
201150_s_at,TIMP3,GSM398082,Normal,1399.23
201150_s_at,TIMP3,GSM398083,Cancer,792.743
201150_s_at,TIMP3,GSM398084,Normal,2547.62
201150_s_at,TIMP3,GSM398085,Cancer,915.819
201150_s_at,TIMP3,GSM398086,Normal,929.534
201150_s_at,TIMP3,GSM398087,Cancer,699.353
201150_s_at,TIMP3,GSM398088,Normal,1099.36
201150_s_at,TIMP3,GSM398089,Cancer,1255.34
201150_s_at,TIMP3,GSM398090,Normal,836.75
201150_s_at,TIMP3,GSM398091,Cancer,1531.4
201150_s_at,TIMP3,GSM398092,Normal,1635.35
201150_s_at,TIMP3,GSM398093,Cancer,698.66
201150_s_at,TIMP3,GSM398094,Normal,1756.04
201150_s_at,TIMP3,GSM398095,Cancer,1157.08
201150_s_at,TIMP3,GSM398096,Normal,944.439
201150_s_at,TIMP3,GSM398097,Cancer,681.207
201150_s_at,TIMP3,GSM398098,Normal,765.046
201150_s_at,TIMP3,GSM398099,Cancer,209.675
201150_s_at,TIMP3,GSM398100,Normal,931.768
201150_s_at,TIMP3,GSM398101,Cancer,425.672
201150_s_at,TIMP3,GSM398102,Normal,2612.4
201150_s_at,TIMP3,GSM398103,Cancer,507.358
201150_s_at,TIMP3,GSM398104,Normal,4729.41
201150_s_at,TIMP3,GSM398105,Cancer,988.692
201150_s_at,TIMP3,GSM398106,Normal,3467.04
201150_s_at,TIMP3,GSM398107,Cancer,799.246
201150_s_at,TIMP3,GSM398108,Normal,4131.51
201150_s_at,TIMP3,GSM398109,Cancer,1267.27
201150_s_at,TIMP3,GSM398110,Normal,5833.75
201150_s_at,TIMP3,GSM398111,Cancer,1634.4
201150_s_at,TIMP3,GSM398112,Normal,2828.3
201150_s_at,TIMP3,GSM398113,Cancer,1940.0
201150_s_at,TIMP3,GSM398114,Normal,1820.0
201150_s_at,TIMP3,GSM398115,Cancer,2233.49
201150_s_at,TIMP3,GSM398116,Normal,4523.53
201150_s_at,TIMP3,GSM398117,Cancer,1346.0
201150_s_at,TIMP3,GSM398118,Normal,3713.99
201150_s_at,TIMP3,GSM398119,Cancer,2273.53
201150_s_at,TIMP3,GSM398120,Normal,1945.95
201150_s_at,TIMP3,GSM398121,Cancer,817.646
201150_s_at,TIMP3,GSM398122,Normal,1608.32
201150_s_at,TIMP3,GSM398123,Cancer,457.805
201150_s_at,TIMP3,GSM398124,Normal,2965.62
201150_s_at,TIMP3,GSM398125,Cancer,1382.83
201150_s_at,TIMP3,GSM398126,Normal,5580.84
201150_s_at,TIMP3,GSM398127,Cancer,3638.14
201150_s_at,TIMP3,GSM398128,Normal,4975.45
201150_s_at,TIMP3,GSM398129,Cancer,3050.09
201150_s_at,TIMP3,GSM398130,Normal,3372.64
201150_s_at,TIMP3,GSM398131,Cancer,3261.06
201150_s_at,TIMP3,GSM398132,Normal,3000.79
201150_s_at,TIMP3,GSM398133,Cancer,1932.06
201150_s_at,TIMP3,GSM398134,Normal,2456.17
201150_s_at,TIMP3,GSM398135,Cancer,2866.4
201150_s_at,TIMP3,GSM398136,Normal,3953.24
201150_s_at,TIMP3,GSM398137,Cancer,2903.68
201150_s_at,TIMP3,GSM398138,Normal,3668.51
201150_s_at,TIMP3,GSM398139,Cancer,1517.64
201150_s_at,TIMP3,GSM398140,Normal,3988.48
201150_s_at,TIMP3,GSM398141,Cancer,569.413
201150_s_at,TIMP3,GSM398142,Normal,4560.97
201150_s_at,TIMP3,GSM398143,Cancer,2077.27
201150_s_at,TIMP3,GSM398144,Normal,5735.07
201150_s_at,TIMP3,GSM398145,Cancer,1811.63
201150_s_at,TIMP3,GSM398146,Normal,5196.29
201150_s_at,TIMP3,GSM398147,Cancer,3396.73
201150_s_at,TIMP3,GSM398148,Normal,5197.14
201150_s_at,TIMP3,GSM398149,Cancer,1461.72
201150_s_at,TIMP3,GSM398150,Normal,4688.05
201150_s_at,TIMP3,GSM398151,Cancer,3658.86
201150_s_at,TIMP3,GSM398152,Normal,2094.29
201150_s_at,TIMP3,GSM398153,Cancer,1929.8
201150_s_at,TIMP3,GSM398154,Normal,1026.76
201150_s_at,TIMP3,GSM398155,Cancer,404.541
201150_s_at,TIMP3,GSM398156,Normal,2170.08
201150_s_at,TIMP3,GSM398157,Cancer,420.323
201150_s_at,TIMP3,GSM398158,Normal,2155.89
201150_s_at,TIMP3,GSM398159,Cancer,1220.55
209678_s_at,PRKCI,GSM398074,Normal,3712.75
209678_s_at,PRKCI,GSM398075,Cancer,2458.08
209678_s_at,PRKCI,GSM398076,Normal,3300.47
209678_s_at,PRKCI,GSM398077,Cancer,3119.72
209678_s_at,PRKCI,GSM398078,Normal,3602.81
209678_s_at,PRKCI,GSM398079,Cancer,2823.04
209678_s_at,PRKCI,GSM398080,Normal,3133.0
209678_s_at,PRKCI,GSM398081,Cancer,1659.84
209678_s_at,PRKCI,GSM398082,Normal,3834.49
209678_s_at,PRKCI,GSM398083,Cancer,4319.52
209678_s_at,PRKCI,GSM398084,Normal,1873.71
209678_s_at,PRKCI,GSM398085,Cancer,3753.22
209678_s_at,PRKCI,GSM398086,Normal,2957.42
209678_s_at,PRKCI,GSM398087,Cancer,2729.24
209678_s_at,PRKCI,GSM398088,Normal,2676.79
209678_s_at,PRKCI,GSM398089,Cancer,2585.22
209678_s_at,PRKCI,GSM398090,Normal,2906.91
209678_s_at,PRKCI,GSM398091,Cancer,2622.36
209678_s_at,PRKCI,GSM398092,Normal,2167.56
209678_s_at,PRKCI,GSM398093,Cancer,2478.7
209678_s_at,PRKCI,GSM398094,Normal,2722.58
209678_s_at,PRKCI,GSM398095,Cancer,2625.43
209678_s_at,PRKCI,GSM398096,Normal,3884.5
209678_s_at,PRKCI,GSM398097,Cancer,2418.53
209678_s_at,PRKCI,GSM398098,Normal,2766.58
209678_s_at,PRKCI,GSM398099,Cancer,3707.71
209678_s_at,PRKCI,GSM398100,Normal,1829.93
209678_s_at,PRKCI,GSM398101,Cancer,1619.44
209678_s_at,PRKCI,GSM398102,Normal,2054.84
209678_s_at,PRKCI,GSM398103,Cancer,2287.2
209678_s_at,PRKCI,GSM398104,Normal,3348.5
209678_s_at,PRKCI,GSM398105,Cancer,2258.87
209678_s_at,PRKCI,GSM398106,Normal,4248.52
209678_s_at,PRKCI,GSM398107,Cancer,2421.7
209678_s_at,PRKCI,GSM398108,Normal,4265.96
209678_s_at,PRKCI,GSM398109,Cancer,3403.51
209678_s_at,PRKCI,GSM398110,Normal,3440.91
209678_s_at,PRKCI,GSM398111,Cancer,2610.35
209678_s_at,PRKCI,GSM398112,Normal,2754.38
209678_s_at,PRKCI,GSM398113,Cancer,2573.75
209678_s_at,PRKCI,GSM398114,Normal,1628.64
209678_s_at,PRKCI,GSM398115,Cancer,3511.9
209678_s_at,PRKCI,GSM398116,Normal,3920.3
209678_s_at,PRKCI,GSM398117,Cancer,5434.68
209678_s_at,PRKCI,GSM398118,Normal,4305.53
209678_s_at,PRKCI,GSM398119,Cancer,5299.92
209678_s_at,PRKCI,GSM398120,Normal,2430.96
209678_s_at,PRKCI,GSM398121,Cancer,3811.22
209678_s_at,PRKCI,GSM398122,Normal,3012.6
209678_s_at,PRKCI,GSM398123,Cancer,5658.81
209678_s_at,PRKCI,GSM398124,Normal,3423.38
209678_s_at,PRKCI,GSM398125,Cancer,2478.07
209678_s_at,PRKCI,GSM398126,Normal,3791.08
209678_s_at,PRKCI,GSM398127,Cancer,4717.74
209678_s_at,PRKCI,GSM398128,Normal,4577.61
209678_s_at,PRKCI,GSM398129,Cancer,5314.95
209678_s_at,PRKCI,GSM398130,Normal,5137.62
209678_s_at,PRKCI,GSM398131,Cancer,3923.56
209678_s_at,PRKCI,GSM398132,Normal,5039.81
209678_s_at,PRKCI,GSM398133,Cancer,4505.02
209678_s_at,PRKCI,GSM398134,Normal,4617.14
209678_s_at,PRKCI,GSM398135,Cancer,5180.46
209678_s_at,PRKCI,GSM398136,Normal,3793.36
209678_s_at,PRKCI,GSM398137,Cancer,3357.71
209678_s_at,PRKCI,GSM398138,Normal,6101.82
209678_s_at,PRKCI,GSM398139,Cancer,5669.64
209678_s_at,PRKCI,GSM398140,Normal,4338.56
